#{"t_start": 1616761261.110914, "env_id": "CartPole-v1"}
r,l,t
9.0,9,24.120743
10.0,10,24.132551
9.0,9,24.14086
12.0,12,24.150648
10.0,10,24.160492
10.0,10,24.173989
9.0,9,24.183612
9.0,9,24.194807
10.0,10,24.209937
11.0,11,24.224483
9.0,9,24.234395
11.0,11,24.245971
9.0,9,24.255763
10.0,10,24.265956
9.0,9,24.27849
10.0,10,24.287415
10.0,10,24.298526
9.0,9,24.305502
10.0,10,24.314988
10.0,10,24.32613
9.0,9,24.335679
8.0,8,24.343432
10.0,10,24.35392
10.0,10,24.362587
11.0,11,24.375041
9.0,9,24.384223
9.0,9,24.393039
10.0,10,24.405571
11.0,11,24.41798
10.0,10,24.428884
10.0,10,24.441706
9.0,9,24.450997
10.0,10,24.460711
11.0,11,24.474411
9.0,9,24.484442
9.0,9,24.499044
8.0,8,24.506446
9.0,9,24.516562
9.0,9,24.527429
10.0,10,24.538714
8.0,8,24.545004
10.0,10,24.553194
10.0,10,24.564411
12.0,12,24.575333
10.0,10,24.585868
9.0,9,24.595683
10.0,10,24.60908
10.0,10,24.618537
10.0,10,24.631238
8.0,8,24.641312
9.0,9,24.650797
9.0,9,24.659879
10.0,10,24.67311
10.0,10,24.684941
10.0,10,24.697233
12.0,12,24.709251
10.0,10,24.717684
10.0,10,24.72911
10.0,10,24.741892
10.0,10,24.750865
8.0,8,24.757357
9.0,9,24.764172
14.0,14,24.776774
10.0,10,24.784893
10.0,10,24.795284
8.0,8,24.80363
8.0,8,24.812032
10.0,10,24.821157
10.0,10,24.832854
9.0,9,24.844844
9.0,9,24.854081
9.0,9,24.86317
10.0,10,24.877113
10.0,10,24.889511
12.0,12,24.902568
11.0,11,24.915326
10.0,10,24.929292
8.0,8,24.940617
11.0,11,24.948011
9.0,9,24.956795
9.0,9,24.968496
9.0,9,24.977221
8.0,8,24.985548
11.0,11,24.996535
9.0,9,25.007019
11.0,11,25.020217
8.0,8,25.031078
10.0,10,25.04344
9.0,9,25.055177
10.0,10,25.065316
9.0,9,25.075111
10.0,10,25.088443
10.0,10,25.098276
10.0,10,25.110149
8.0,8,25.122821
8.0,8,25.132418
10.0,10,25.141212
8.0,8,25.148959
10.0,10,25.159982
12.0,12,25.170407
9.0,9,25.179365
9.0,9,25.186578
10.0,10,25.200459
9.0,9,25.213341
8.0,8,25.222608
10.0,10,25.23479
10.0,10,25.244766
9.0,9,25.253841
9.0,9,25.265595
11.0,11,25.276045
11.0,11,25.289095
11.0,11,25.301834
9.0,9,25.311741
10.0,10,25.326442
10.0,10,25.336012
9.0,9,25.345736
10.0,10,25.355891
8.0,8,25.363555
10.0,10,25.370924
9.0,9,25.38187
9.0,9,25.389071
10.0,10,25.398826
9.0,9,25.409263
10.0,10,25.41755
8.0,8,25.424791
8.0,8,25.433361
10.0,10,25.447367
9.0,9,25.456738
10.0,10,25.466905
10.0,10,25.480536
9.0,9,25.490149
9.0,9,25.499358
9.0,9,25.511159
9.0,9,25.523136
9.0,9,25.53341
10.0,10,25.545427
10.0,10,25.555418
10.0,10,25.565386
9.0,9,25.572247
9.0,9,25.58065
9.0,9,25.587147
10.0,10,25.596812
9.0,9,25.603767
9.0,9,25.611434
10.0,10,25.62127
8.0,8,25.628091
9.0,9,25.639104
12.0,12,25.652103
12.0,12,25.665386
9.0,9,25.678159
10.0,10,25.691449
10.0,10,25.701293
10.0,10,25.713064
10.0,10,25.723094
9.0,9,25.735079
10.0,10,25.745299
9.0,9,25.755542
11.0,11,25.766008
9.0,9,25.773299
9.0,9,25.784635
9.0,9,25.791495
9.0,9,25.800589
10.0,10,25.811757
9.0,9,25.818956
11.0,11,25.829794
9.0,9,25.840645
10.0,10,25.849674
10.0,10,25.858749
9.0,9,25.865699
8.0,8,25.876152
10.0,10,25.888336
9.0,9,25.897139
12.0,12,25.910717
9.0,9,25.921726
9.0,9,25.931813
10.0,10,25.946671
10.0,10,25.957236
10.0,10,25.970378
8.0,8,25.979912
11.0,11,25.99311
11.0,11,26.005487
11.0,11,26.016536
10.0,10,26.025681
9.0,9,26.032894
10.0,10,26.042475
10.0,10,26.057334
8.0,8,26.064495
10.0,10,26.074191
10.0,10,26.086495
9.0,9,26.095518
10.0,10,26.108213
10.0,10,26.119632
9.0,9,26.129104
10.0,10,26.142934
10.0,10,26.152826
10.0,10,26.166502
8.0,8,26.174972
10.0,10,26.184833
10.0,10,26.197482
12.0,12,26.208166
10.0,10,26.216886
11.0,11,26.226978
10.0,10,26.238131
9.0,9,26.248304
11.0,11,26.258521
9.0,9,26.265557
10.0,10,26.274701
9.0,9,26.285794
9.0,9,26.293718
13.0,13,26.306982
9.0,9,26.318007
10.0,10,26.332563
10.0,10,26.342144
10.0,10,26.354968
8.0,8,26.363634
9.0,9,26.372593
10.0,10,26.385065
14.0,14,26.398812
9.0,9,26.407991
10.0,10,26.42054
9.0,9,26.429819
9.0,9,26.439719
10.0,10,26.451654
9.0,9,26.459037
12.0,12,26.468744
10.0,10,26.478662
10.0,10,26.48607
8.0,8,26.493313
9.0,9,26.501753
9.0,9,26.513395
12.0,12,26.526227
8.0,8,26.535791
10.0,10,26.545619
9.0,9,26.555991
8.0,8,26.565274
9.0,9,26.577405
9.0,9,26.586321
10.0,10,26.596847
10.0,10,26.608856
8.0,8,26.617804
10.0,10,26.627566
9.0,9,26.6428
9.0,9,26.652207
9.0,9,26.658643
11.0,11,26.668511
10.0,10,26.677347
10.0,10,26.687304
9.0,9,26.695743
10.0,10,26.705235
9.0,9,26.715949
10.0,10,26.725291
10.0,10,26.737466
9.0,9,26.746773
11.0,11,26.761482
12.0,12,26.773062
9.0,9,26.78254
10.0,10,26.796144
10.0,10,26.806
10.0,10,26.818457
11.0,11,26.828137
11.0,11,26.839876
9.0,9,26.849022
9.0,9,26.857613
11.0,11,26.864829
9.0,9,26.873488
12.0,12,26.883715
10.0,10,26.890871
10.0,10,26.900677
9.0,9,26.907607
10.0,10,26.919705
9.0,9,26.932261
10.0,10,26.942358
10.0,10,26.956002
11.0,11,26.966485
9.0,9,26.977916
10.0,10,26.987715
11.0,11,27.000301
9.0,9,27.009649
10.0,10,27.021768
10.0,10,27.03122
10.0,10,27.043252
9.0,9,27.051759
9.0,9,27.058671
10.0,10,27.067794
9.0,9,27.076055
11.0,11,27.087098
10.0,10,27.096322
9.0,9,27.108535
11.0,11,27.122049
8.0,8,27.131326
10.0,10,27.143017
10.0,10,27.153168
10.0,10,27.166095
10.0,10,27.175706
10.0,10,27.188472
9.0,9,27.19963
9.0,9,27.208642
10.0,10,27.22413
10.0,10,27.235517
9.0,9,27.249569
10.0,10,27.260027
10.0,10,27.267794
8.0,8,27.275595
13.0,13,27.293316
10.0,10,27.301256
8.0,8,27.308335
11.0,11,27.317915
9.0,9,27.325214
9.0,9,27.335196
10.0,10,27.347203
10.0,10,27.35809
10.0,10,27.373215
9.0,9,27.382898
10.0,10,27.396916
13.0,13,27.411962
9.0,9,27.422192
9.0,9,27.432202
11.0,11,27.4485
10.0,10,27.463553
9.0,9,27.471626
10.0,10,27.48299
10.0,10,27.493352
10.0,10,27.501787
9.0,9,27.511441
10.0,10,27.519843
8.0,8,27.528014
9.0,9,27.535596
9.0,9,27.546079
9.0,9,27.556276
9.0,9,27.567447
10.0,10,27.581954
10.0,10,27.591022
11.0,11,27.606754
9.0,9,27.61629
9.0,9,27.625618
10.0,10,27.641477
12.0,12,27.654249
12.0,12,27.666762
10.0,10,27.675534
12.0,12,27.685587
8.0,8,27.693206
9.0,9,27.702698
9.0,9,27.709653
11.0,11,27.722081
9.0,9,27.730597
9.0,9,27.737827
10.0,10,27.747706
10.0,10,27.75693
10.0,10,27.769935
9.0,9,27.779529
10.0,10,27.789762
9.0,9,27.802809
11.0,11,27.813082
9.0,9,27.82547
9.0,9,27.837318
10.0,10,27.849413
12.0,12,27.862224
12.0,12,27.87537
10.0,10,27.888132
11.0,11,27.89923
14.0,14,27.908974
9.0,9,27.917083
9.0,9,27.9319
10.0,10,27.939554
8.0,8,27.946986
9.0,9,27.954965
9.0,9,27.963935
10.0,10,27.972508
10.0,10,27.98542
9.0,9,27.997467
10.0,10,28.007354
11.0,11,28.020363
11.0,11,28.033718
10.0,10,28.046416
10.0,10,28.058771
13.0,13,28.072215
10.0,10,28.088499
10.0,10,28.098524
12.0,12,28.110291
10.0,10,28.124051
10.0,10,28.131701
8.0,8,28.139112
10.0,10,28.148766
10.0,10,28.157968
10.0,10,28.170297
9.0,9,28.179134
10.0,10,28.186578
10.0,10,28.201421
9.0,9,28.216243
9.0,9,28.225679
10.0,10,28.244421
13.0,13,28.258299
10.0,10,28.270926
9.0,9,28.28143
10.0,10,28.292368
10.0,10,28.305204
8.0,8,28.314676
11.0,11,28.327429
10.0,10,28.337031
9.0,9,28.34548
9.0,9,28.362015
8.0,8,28.372075
9.0,9,28.380708
10.0,10,28.388609
9.0,9,28.399539
9.0,9,28.408207
10.0,10,28.418439
9.0,9,28.430432
10.0,10,28.441656
10.0,10,28.455344
9.0,9,28.464647
10.0,10,28.474229
13.0,13,28.491873
11.0,11,28.503266
9.0,9,28.518945
11.0,11,28.531584
12.0,12,28.546214
11.0,11,28.564106
12.0,12,28.580846
10.0,10,28.58975
10.0,10,28.600515
12.0,12,28.613785
12.0,12,28.623726
11.0,11,28.633267
13.0,13,28.646603
14.0,14,28.663638
17.0,17,28.683433
96.0,96,28.794244
77.0,77,28.870383
107.0,107,28.993589
14.0,14,29.007009
13.0,13,29.021054
12.0,12,29.032527
13.0,13,29.045519
12.0,12,29.057166
11.0,11,29.068412
11.0,11,29.077873
11.0,11,29.090565
13.0,13,29.104122
11.0,11,29.11885
12.0,12,29.132371
12.0,12,29.145403
10.0,10,29.161972
12.0,12,29.176015
10.0,10,29.186243
13.0,13,29.20525
10.0,10,29.218335
9.0,9,29.225461
13.0,13,29.236389
11.0,11,29.247884
11.0,11,29.257894
13.0,13,29.269557
11.0,11,29.280828
12.0,12,29.293328
11.0,11,29.306687
11.0,11,29.317749
13.0,13,29.336236
16.0,16,29.360339
14.0,14,29.376505
14.0,14,29.394077
13.0,13,29.409369
13.0,13,29.423422
12.0,12,29.43816
19.0,19,29.457057
87.0,87,29.552959
11.0,11,29.564205
13.0,13,29.581366
12.0,12,29.593506
14.0,14,29.612521
16.0,16,29.626656
11.0,11,29.638096
14.0,14,29.650022
14.0,14,29.663444
13.0,13,29.67648
13.0,13,29.687434
12.0,12,29.699079
14.0,14,29.714308
13.0,13,29.725455
10.0,10,29.735675
13.0,13,29.746175
10.0,10,29.755073
12.0,12,29.768687
13.0,13,29.784417
11.0,11,29.794523
11.0,11,29.810874
11.0,11,29.822979
11.0,11,29.838086
10.0,10,29.850897
12.0,12,29.864523
12.0,12,29.878223
10.0,10,29.889712
10.0,10,29.898046
9.0,9,29.906352
10.0,10,29.917416
11.0,11,29.928854
11.0,11,29.937027
9.0,9,29.945719
12.0,12,29.960068
11.0,11,29.969553
12.0,12,29.982294
9.0,9,29.994172
13.0,13,30.008532
11.0,11,30.019926
12.0,12,30.0331
11.0,11,30.043203
11.0,11,30.056196
14.0,14,30.07201
16.0,16,30.091166
118.0,118,30.208133
11.0,11,30.22283
9.0,9,30.232796
9.0,9,30.243505
12.0,12,30.257902
12.0,12,30.273542
11.0,11,30.288733
9.0,9,30.299551
13.0,13,30.318916
9.0,9,30.328962
9.0,9,30.336941
9.0,9,30.344408
11.0,11,30.355432
10.0,10,30.365824
9.0,9,30.374473
9.0,9,30.383181
10.0,10,30.392106
9.0,9,30.402753
10.0,10,30.412613
10.0,10,30.428773
9.0,9,30.440749
10.0,10,30.453082
9.0,9,30.462656
10.0,10,30.472527
10.0,10,30.487983
10.0,10,30.500253
10.0,10,30.512893
10.0,10,30.52649
10.0,10,30.53972
11.0,11,30.5527
8.0,8,30.564786
10.0,10,30.574448
11.0,11,30.584487
11.0,11,30.595483
11.0,11,30.603634
10.0,10,30.615484
14.0,14,30.626209
9.0,9,30.638022
11.0,11,30.648465
11.0,11,30.662149
8.0,8,30.670775
9.0,9,30.682246
9.0,9,30.694969
10.0,10,30.704714
8.0,8,30.714267
11.0,11,30.728018
10.0,10,30.737839
12.0,12,30.750817
10.0,10,30.766727
9.0,9,30.777053
9.0,9,30.785228
11.0,11,30.796796
11.0,11,30.810116
9.0,9,30.817121
11.0,11,30.826433
8.0,8,30.833681
9.0,9,30.843799
9.0,9,30.853264
10.0,10,30.865463
9.0,9,30.875992
10.0,10,30.889333
10.0,10,30.899352
12.0,12,30.912329
10.0,10,30.926881
10.0,10,30.936841
10.0,10,30.949126
10.0,10,30.958332
8.0,8,30.966249
10.0,10,30.980215
10.0,10,30.988203
9.0,9,30.996744
10.0,10,31.009989
9.0,9,31.017567
10.0,10,31.026226
9.0,9,31.033472
10.0,10,31.043061
9.0,9,31.055178
9.0,9,31.064353
12.0,12,31.077042
12.0,12,31.09326
9.0,9,31.102549
10.0,10,31.114615
12.0,12,31.127386
11.0,11,31.141137
9.0,9,31.154218
9.0,9,31.163836
9.0,9,31.172707
12.0,12,31.183717
10.0,10,31.194143
13.0,13,31.2073
11.0,11,31.217686
13.0,13,31.228025
11.0,11,31.238961
11.0,11,31.248703
10.0,10,31.257807
9.0,9,31.265826
9.0,9,31.275832
11.0,11,31.288379
10.0,10,31.301411
11.0,11,31.315352
10.0,10,31.32986
10.0,10,31.340018
12.0,12,31.353419
11.0,11,31.368049
11.0,11,31.382111
11.0,11,31.395824
11.0,11,31.408692
11.0,11,31.418396
11.0,11,31.427291
11.0,11,31.437186
10.0,10,31.445823
11.0,11,31.455243
11.0,11,31.4643
11.0,11,31.472321
9.0,9,31.482491
98.0,98,31.595976
11.0,11,31.609606
12.0,12,31.619854
9.0,9,31.626651
10.0,10,31.637918
9.0,9,31.646357
10.0,10,31.654473
9.0,9,31.665205
10.0,10,31.674808
11.0,11,31.689334
9.0,9,31.69803
10.0,10,31.707659
9.0,9,31.71557
11.0,11,31.730575
11.0,11,31.741281
12.0,12,31.754387
10.0,10,31.767644
11.0,11,31.780176
11.0,11,31.790936
10.0,10,31.804557
10.0,10,31.814105
10.0,10,31.826869
10.0,10,31.838675
11.0,11,31.852231
11.0,11,31.863394
11.0,11,31.875128
11.0,11,31.883309
9.0,9,31.894357
10.0,10,31.901517
10.0,10,31.910858
8.0,8,31.917817
11.0,11,31.926442
10.0,10,31.937742
9.0,9,31.946558
9.0,9,31.956987
11.0,11,31.970924
10.0,10,31.983229
8.0,8,31.992295
10.0,10,32.003073
9.0,9,32.012522
11.0,11,32.024464
10.0,10,32.038829
11.0,11,32.050918
9.0,9,32.063802
10.0,10,32.076068
8.0,8,32.083669
10.0,10,32.095561
11.0,11,32.103217
10.0,10,32.113075
9.0,9,32.121592
13.0,13,32.133125
9.0,9,32.142814
11.0,11,32.150375
10.0,10,32.16435
11.0,11,32.178268
9.0,9,32.187798
9.0,9,32.198
12.0,12,32.211709
11.0,11,32.224481
10.0,10,32.235133
10.0,10,32.247676
10.0,10,32.257265
10.0,10,32.270415
11.0,11,32.284785
9.0,9,32.29361
9.0,9,32.301625
11.0,11,32.312811
9.0,9,32.321525
9.0,9,32.330485
10.0,10,32.339946
9.0,9,32.346879
8.0,8,32.356367
10.0,10,32.369381
10.0,10,32.379824
10.0,10,32.391951
8.0,8,32.401263
10.0,10,32.412016
9.0,9,32.421468
10.0,10,32.43493
10.0,10,32.445766
10.0,10,32.458364
8.0,8,32.467177
11.0,11,32.481323
9.0,9,32.492022
9.0,9,32.501204
11.0,11,32.513008
10.0,10,32.521401
10.0,10,32.532519
9.0,9,32.540014
9.0,9,32.547044
9.0,9,32.556419
10.0,10,32.564652
10.0,10,32.576762
10.0,10,32.585774
10.0,10,32.60414
10.0,10,32.615015
10.0,10,32.626973
8.0,8,32.638902
10.0,10,32.650323
9.0,9,32.659254
9.0,9,32.671593
11.0,11,32.684089
10.0,10,32.698281
9.0,9,32.708121
10.0,10,32.721043
10.0,10,32.731023
10.0,10,32.742586
9.0,9,32.750153
10.0,10,32.758817
10.0,10,32.769713
10.0,10,32.779799
10.0,10,32.791009
10.0,10,32.804992
9.0,9,32.816811
10.0,10,32.827177
10.0,10,32.84303
9.0,9,32.853138
10.0,10,32.862425
11.0,11,32.875392
9.0,9,32.884066
10.0,10,32.89703
10.0,10,32.906587
11.0,11,32.92077
10.0,10,32.932976
12.0,12,32.945536
9.0,9,32.953571
10.0,10,32.963964
10.0,10,32.975055
11.0,11,32.98693
10.0,10,32.995854
10.0,10,33.009186
11.0,11,33.018884
9.0,9,33.031069
10.0,10,33.040583
10.0,10,33.053802
10.0,10,33.06377
9.0,9,33.073125
9.0,9,33.085693
10.0,10,33.094486
10.0,10,33.107341
10.0,10,33.118989
10.0,10,33.133322
9.0,9,33.144202
10.0,10,33.153621
8.0,8,33.16162
10.0,10,33.171248
12.0,12,33.18353
10.0,10,33.191518
9.0,9,33.201491
10.0,10,33.210977
10.0,10,33.22096
10.0,10,33.230104
10.0,10,33.240394
9.0,9,33.249702
9.0,9,33.25897
10.0,10,33.271098
11.0,11,33.283432
10.0,10,33.295959
8.0,8,33.305334
9.0,9,33.316446
10.0,10,33.329098
10.0,10,33.339049
8.0,8,33.347986
9.0,9,33.35717
10.0,10,33.369255
9.0,9,33.377392
8.0,8,33.384935
10.0,10,33.394973
8.0,8,33.402053
9.0,9,33.409336
9.0,9,33.417881
11.0,11,33.42768
9.0,9,33.437064
9.0,9,33.446905
9.0,9,33.456119
9.0,9,33.465861
10.0,10,33.47579
11.0,11,33.489875
10.0,10,33.502139
9.0,9,33.51141
9.0,9,33.520512
8.0,8,33.529434
10.0,10,33.542064
8.0,8,33.551721
8.0,8,33.562667
9.0,9,33.573254
10.0,10,33.583769
10.0,10,33.595452
9.0,9,33.603764
11.0,11,33.616494
10.0,10,33.62399
8.0,8,33.630684
9.0,9,33.644511
8.0,8,33.654071
8.0,8,33.662813
9.0,9,33.669085
9.0,9,33.676697
11.0,11,33.686844
9.0,9,33.696496
10.0,10,33.716997
9.0,9,33.728793
11.0,11,33.742148
10.0,10,33.752698
10.0,10,33.767673
11.0,11,33.777784
10.0,10,33.7917
9.0,9,33.803164
11.0,11,33.815764
12.0,12,33.828481
10.0,10,33.837048
11.0,11,33.849079
9.0,9,33.85618
10.0,10,33.865703
12.0,12,33.877299
10.0,10,33.888361
9.0,9,33.899645
10.0,10,33.906959
9.0,9,33.916433
10.0,10,33.929017
9.0,9,33.937732
10.0,10,33.951015
10.0,10,33.960506
13.0,13,33.973608
11.0,11,33.986151
9.0,9,33.997247
9.0,9,34.010022
10.0,10,34.020049
8.0,8,34.029578
10.0,10,34.041844
10.0,10,34.050308
9.0,9,34.058558
9.0,9,34.068474
9.0,9,34.07633
10.0,10,34.084626
8.0,8,34.091999
9.0,9,34.102984
11.0,11,34.110258
9.0,9,34.123684
8.0,8,34.133377
10.0,10,34.142949
10.0,10,34.155875
9.0,9,34.165085
9.0,9,34.173774
9.0,9,34.18282
11.0,11,34.196257
9.0,9,34.206074
10.0,10,34.219532
10.0,10,34.229346
10.0,10,34.247216
10.0,10,34.256503
10.0,10,34.265186
11.0,11,34.274836
10.0,10,34.281689
10.0,10,34.293009
11.0,11,34.302486
12.0,12,34.314673
10.0,10,34.327136
10.0,10,34.336927
8.0,8,34.348699
10.0,10,34.362326
9.0,9,34.372092
10.0,10,34.38484
10.0,10,34.395578
10.0,10,34.410185
10.0,10,34.420185
10.0,10,34.433501
10.0,10,34.443193
9.0,9,34.452037
9.0,9,34.461537
9.0,9,34.468098
9.0,9,34.476046
12.0,12,34.487877
9.0,9,34.498417
8.0,8,34.506704
10.0,10,34.516803
9.0,9,34.525123
10.0,10,34.536698
10.0,10,34.543527
9.0,9,34.553073
10.0,10,34.567681
11.0,11,34.58369
10.0,10,34.593509
9.0,9,34.602772
10.0,10,34.615327
11.0,11,34.627049
8.0,8,34.636045
10.0,10,34.645927
10.0,10,34.657293
10.0,10,34.666741
11.0,11,34.679185
8.0,8,34.687811
8.0,8,34.695598
10.0,10,34.703351
10.0,10,34.713303
47.0,47,34.76227
33.0,33,34.806623
10.0,10,34.816578
9.0,9,34.828311
11.0,11,34.840373
11.0,11,34.853549
9.0,9,34.862962
10.0,10,34.874919
9.0,9,34.885738
12.0,12,34.899132
9.0,9,34.90656
10.0,10,34.918598
10.0,10,34.927739
11.0,11,34.938982
10.0,10,34.948821
12.0,12,34.960521
10.0,10,34.969595
9.0,9,34.97822
11.0,11,34.987951
40.0,40,35.039814
10.0,10,35.052468
15.0,15,35.064986
10.0,10,35.076569
10.0,10,35.08577
11.0,11,35.098519
12.0,12,35.109873
11.0,11,35.123189
11.0,11,35.134563
11.0,11,35.141336
9.0,9,35.150273
11.0,11,35.158035
10.0,10,35.16942
11.0,11,35.180364
13.0,13,35.190192
12.0,12,35.203152
54.0,54,35.253626
105.0,105,35.370819
10.0,10,35.380149
11.0,11,35.389557
9.0,9,35.397991
9.0,9,35.407044
9.0,9,35.417877
9.0,9,35.424566
9.0,9,35.433393
8.0,8,35.441154
13.0,13,35.452644
9.0,9,35.462228
10.0,10,35.472256
11.0,11,35.484874
9.0,9,35.49366
11.0,11,35.51183
10.0,10,35.523952
9.0,9,35.537133
8.0,8,35.546038
11.0,11,35.556027
9.0,9,35.568251
11.0,11,35.578805
10.0,10,35.589072
227.0,227,35.832368
10.0,10,35.843587
10.0,10,35.864816
9.0,9,35.87147
11.0,11,35.881078
9.0,9,35.887746
9.0,9,35.896264
8.0,8,35.904214
11.0,11,35.914762
9.0,9,35.921624
9.0,9,35.930089
10.0,10,35.938902
10.0,10,35.947713
9.0,9,35.959225
8.0,8,35.966728
9.0,9,35.974452
9.0,9,35.982788
9.0,9,35.989352
9.0,9,36.002651
10.0,10,36.009961
10.0,10,36.019639
8.0,8,36.025671
11.0,11,36.033103
9.0,9,36.042435
11.0,11,36.051872
8.0,8,36.060282
9.0,9,36.071883
10.0,10,36.083408
9.0,9,36.092203
9.0,9,36.106216
10.0,10,36.116696
10.0,10,36.129979
60.0,60,36.192144
13.0,13,36.203059
11.0,11,36.215831
11.0,11,36.224528
9.0,9,36.233851
10.0,10,36.242373
11.0,11,36.25339
10.0,10,36.260747
10.0,10,36.274369
10.0,10,36.285627
10.0,10,36.298524
9.0,9,36.306735
10.0,10,36.321539
11.0,11,36.332187
8.0,8,36.341033
9.0,9,36.352801
9.0,9,36.362225
10.0,10,36.372302
9.0,9,36.383921
10.0,10,36.393144
9.0,9,36.401849
9.0,9,36.413623
8.0,8,36.420995
9.0,9,36.429516
12.0,12,36.443514
10.0,10,36.457759
10.0,10,36.46761
9.0,9,36.474793
10.0,10,36.486133
8.0,8,36.497618
10.0,10,36.506905
9.0,9,36.515513
10.0,10,36.527244
8.0,8,36.536153
10.0,10,36.546087
10.0,10,36.558124
11.0,11,36.570142
9.0,9,36.579337
9.0,9,36.588969
11.0,11,36.602685
10.0,10,36.612635
10.0,10,36.624108
10.0,10,36.634444
10.0,10,36.644992
9.0,9,36.652733
12.0,12,36.662692
9.0,9,36.669701
10.0,10,36.678825
9.0,9,36.685724
10.0,10,36.696726
10.0,10,36.70508
9.0,9,36.714792
11.0,11,36.728192
9.0,9,36.736626
15.0,15,36.752583
8.0,8,36.762307
9.0,9,36.770984
133.0,133,36.912593
13.0,13,36.927566
10.0,10,36.934834
11.0,11,36.945486
9.0,9,36.956212
11.0,11,36.969324
10.0,10,36.982465
9.0,9,36.991829
9.0,9,37.001764
9.0,9,37.010726
9.0,9,37.023746
10.0,10,37.033651
9.0,9,37.043304
9.0,9,37.055119
9.0,9,37.064415
10.0,10,37.074276
10.0,10,37.084986
10.0,10,37.093757
10.0,10,37.105031
9.0,9,37.115484
10.0,10,37.131739
11.0,11,37.13984
11.0,11,37.149165
10.0,10,37.158847
10.0,10,37.168422
13.0,13,37.181532
10.0,10,37.194081
9.0,9,37.204277
9.0,9,37.213978
10.0,10,37.22687
10.0,10,37.241776
9.0,9,37.254184
11.0,11,37.264194
9.0,9,37.276154
11.0,11,37.288372
9.0,9,37.300898
8.0,8,37.308943
10.0,10,37.317934
9.0,9,37.327564
9.0,9,37.337675
12.0,12,37.348784
10.0,10,37.359294
9.0,9,37.366516
10.0,10,37.378816
9.0,9,37.388701
10.0,10,37.40263
9.0,9,37.412073
10.0,10,37.420938
10.0,10,37.434391
9.0,9,37.446365
10.0,10,37.458341
8.0,8,37.467006
9.0,9,37.476517
131.0,131,37.61275
9.0,9,37.621912
9.0,9,37.631575
11.0,11,37.64441
8.0,8,37.653998
10.0,10,37.663714
8.0,8,37.672726
10.0,10,37.686221
9.0,9,37.698048
191.0,191,37.900472
11.0,11,37.912385
10.0,10,37.923403
8.0,8,37.932217
12.0,12,37.945047
9.0,9,37.958522
9.0,9,37.971374
10.0,10,37.980605
8.0,8,37.987718
11.0,11,38.003879
8.0,8,38.013149
9.0,9,38.021579
9.0,9,38.028628
9.0,9,38.039759
9.0,9,38.052653
10.0,10,38.060462
12.0,12,38.070389
9.0,9,38.081387
10.0,10,38.09007
9.0,9,38.097944
9.0,9,38.107231
9.0,9,38.115135
10.0,10,38.125428
9.0,9,38.138144
10.0,10,38.147995
9.0,9,38.158805
10.0,10,38.17293
12.0,12,38.186182
11.0,11,38.201445
12.0,12,38.216441
11.0,11,38.226226
10.0,10,38.239639
9.0,9,38.249654
10.0,10,38.262307
9.0,9,38.269797
8.0,8,38.278451
10.0,10,38.28811
10.0,10,38.299336
9.0,9,38.308899
10.0,10,38.322667
11.0,11,38.332052
10.0,10,38.344278
8.0,8,38.354396
10.0,10,38.366608
9.0,9,38.379802
9.0,9,38.389163
9.0,9,38.398604
11.0,11,38.412047
10.0,10,38.421256
11.0,11,38.43482
12.0,12,38.448627
10.0,10,38.46084
10.0,10,38.469001
171.0,171,38.658073
371.0,371,39.023389
10.0,10,39.031279
10.0,10,39.046161
11.0,11,39.062477
10.0,10,39.071718
9.0,9,39.079015
9.0,9,39.088066
10.0,10,39.099516
9.0,9,39.106805
9.0,9,39.118382
10.0,10,39.131144
11.0,11,39.140021
8.0,8,39.146087
9.0,9,39.153439
9.0,9,39.160887
9.0,9,39.168199
9.0,9,39.179328
9.0,9,39.186166
10.0,10,39.193403
10.0,10,39.203487
9.0,9,39.212456
10.0,10,39.222669
477.0,477,39.708792
231.0,231,39.936695
288.0,288,40.219769
154.0,154,40.395795
145.0,145,40.536044
117.0,117,40.647969
137.0,137,40.772385
122.0,122,40.90014
108.0,108,41.011073
241.0,241,41.267353
175.0,175,41.43414
306.0,306,41.723354
500.0,500,42.21146
315.0,315,42.519478
170.0,170,42.676148
500.0,500,43.175202
500.0,500,43.644833
493.0,493,44.107654
177.0,177,44.28513
500.0,500,44.792108
194.0,194,44.982771
417.0,417,45.368003
210.0,210,45.570871
294.0,294,45.898081
500.0,500,46.401413
182.0,182,46.570958
472.0,472,47.030784
191.0,191,47.229384
246.0,246,47.469253
285.0,285,47.731101
389.0,389,48.113456
167.0,167,48.279451
208.0,208,48.519588
182.0,182,48.701121
215.0,215,48.910546
219.0,219,49.138567
274.0,274,49.435471
354.0,354,49.762082
312.0,312,50.059686
181.0,181,50.246273
136.0,136,50.379838
261.0,261,50.611563
276.0,276,50.871389
282.0,282,51.144903
205.0,205,51.352627
185.0,185,51.523663
306.0,306,51.822315
297.0,297,52.14895
239.0,239,52.414888
230.0,230,52.642836
281.0,281,52.914946
351.0,351,53.271508
269.0,269,53.511506
433.0,433,53.931614
333.0,333,54.246133
247.0,247,54.473228
237.0,237,54.718319
245.0,245,54.955592
196.0,196,55.137921
310.0,310,55.453803
193.0,193,55.646111
207.0,207,55.852004
370.0,370,56.198033
161.0,161,56.334822
269.0,269,56.597782
283.0,283,56.874199
212.0,212,57.064936
