#{"t_start": 1616761261.110914, "env_id": "CartPole-v1"}
r,l,t
16.0,16,4.435071
15.0,15,4.436061
37.0,37,4.438574
82.0,82,4.444298
17.0,17,4.445626
23.0,23,4.447249
15.0,15,4.448305
13.0,13,4.449393
20.0,20,4.450775
52.0,52,4.454261
14.0,14,4.455265
13.0,13,4.456313
15.0,15,4.457403
19.0,19,4.458737
21.0,21,4.460202
20.0,20,4.461774
12.0,12,4.462645
13.0,13,4.463578
11.0,11,4.464382
24.0,24,4.466181
18.0,18,4.467438
16.0,16,4.468559
17.0,17,4.469769
19.0,19,4.471207
24.0,24,4.473022
11.0,11,4.47401
14.0,14,4.475131
23.0,23,4.47714
23.0,23,4.478729
48.0,48,4.481985
19.0,19,4.483306
18.0,18,4.484752
41.0,41,4.487617
16.0,16,4.488776
16.0,16,4.489956
35.0,35,4.492677
10.0,10,4.49345
16.0,16,4.494587
22.0,22,4.496141
13.0,13,4.497348
15.0,15,4.498427
16.0,16,4.499618
26.0,26,4.501436
15.0,15,4.502635
10.0,10,4.50337
9.0,9,4.508024
13.0,13,4.50901
14.0,14,4.510171
13.0,13,4.511115
28.0,28,4.513274
36.0,36,4.515796
21.0,21,4.517454
14.0,14,4.518506
19.0,19,4.519864
46.0,46,4.523804
19.0,19,4.525831
29.0,29,4.528445
38.0,38,4.531806
16.0,16,4.533288
30.0,30,4.535923
57.0,57,4.540078
11.0,11,4.540887
23.0,23,4.542482
25.0,25,4.54434
37.0,37,4.54687
24.0,24,4.548528
13.0,13,4.549475
9.0,9,4.550265
31.0,31,4.552499
12.0,12,4.553642
21.0,21,4.555127
15.0,15,4.556378
14.0,14,4.557407
13.0,13,4.558357
10.0,10,4.559317
22.0,22,4.561702
11.0,11,4.562756
24.0,24,4.564909
59.0,59,4.569451
13.0,13,4.570626
10.0,10,4.571375
21.0,21,4.572887
15.0,15,4.574006
17.0,17,4.575368
14.0,14,4.576385
15.0,15,4.577464
23.0,23,4.57907
78.0,78,4.58459
28.0,28,4.590924
16.0,16,4.592036
10.0,10,4.59287
12.0,12,4.593894
43.0,43,4.596792
19.0,19,4.598122
39.0,39,4.601303
16.0,16,4.602816
17.0,17,4.604165
12.0,12,4.605147
32.0,32,4.607518
21.0,21,4.609136
23.0,23,4.610719
20.0,20,4.612098
17.0,17,4.613299
17.0,17,4.614687
16.0,16,4.615887
18.0,18,4.617203
27.0,27,4.61905
14.0,14,4.62016
11.0,11,4.620962
15.0,15,4.622045
45.0,45,4.625065
14.0,14,4.62617
18.0,18,4.627433
13.0,13,4.628357
17.0,17,4.629757
15.0,15,4.631093
21.0,21,4.632629
13.0,13,4.63376
11.0,11,4.634756
28.0,28,4.637076
15.0,15,4.638275
15.0,15,4.639485
25.0,25,4.641227
38.0,38,4.643965
19.0,19,4.64543
30.0,30,4.647469
34.0,34,4.649838
12.0,12,4.650815
46.0,46,4.65394
25.0,25,4.655662
39.0,39,4.658308
10.0,10,4.659158
28.0,28,4.661264
27.0,27,4.662987
29.0,29,4.668414
17.0,17,4.669709
42.0,42,4.672413
17.0,17,4.673858
25.0,25,4.675818
15.0,15,4.67709
13.0,13,4.678024
16.0,16,4.679148
12.0,12,4.680014
18.0,18,4.681445
42.0,42,4.684296
21.0,21,4.685873
64.0,64,4.690204
24.0,24,4.692349
19.0,19,4.693685
19.0,19,4.695013
10.0,10,4.695746
39.0,39,4.698547
9.0,9,4.699225
15.0,15,4.700284
27.0,27,4.702143
19.0,19,4.703594
11.0,11,4.704399
15.0,15,4.70547
23.0,23,4.707121
54.0,54,4.710881
20.0,20,4.71243
14.0,14,4.71367
16.0,16,4.714807
16.0,16,4.716099
15.0,15,4.717243
23.0,23,4.718881
21.0,21,4.720367
20.0,20,4.72207
11.0,11,4.722912
28.0,28,4.724836
11.0,11,4.725665
58.0,58,4.729746
30.0,30,4.731807
15.0,15,4.732875
14.0,14,4.733884
14.0,14,4.735003
24.0,24,4.736697
38.0,38,4.73934
18.0,18,4.740607
17.0,17,4.74539
18.0,18,4.746602
21.0,21,4.747975
35.0,35,4.750211
16.0,16,4.751395
13.0,13,4.752546
14.0,14,4.753721
23.0,23,4.755315
28.0,28,4.757387
13.0,13,4.75833
11.0,11,4.759125
14.0,14,4.760129
16.0,16,4.761392
18.0,18,4.762667
20.0,20,4.764068
28.0,28,4.766016
24.0,24,4.767856
31.0,31,4.770041
33.0,33,4.772309
25.0,25,4.774097
23.0,23,4.775829
12.0,12,4.776693
27.0,27,4.778555
20.0,20,4.779943
19.0,19,4.781404
21.0,21,4.78289
19.0,19,4.784358
16.0,16,4.785506
20.0,20,4.787033
54.0,54,4.79069
10.0,10,4.791434
11.0,11,4.792388
18.0,18,4.794101
11.0,11,4.794922
15.0,15,4.796004
10.0,10,4.796756
29.0,29,4.798954
14.0,14,4.799981
13.0,13,4.800927
141.0,141,4.810435
21.0,21,4.812124
13.0,13,4.813083
10.0,10,4.813951
21.0,21,4.815486
19.0,19,4.82081
36.0,36,4.823328
16.0,16,4.824469
29.0,29,4.826472
12.0,12,4.827472
14.0,14,4.828471
15.0,15,4.829646
18.0,18,4.830905
17.0,17,4.832223
30.0,30,4.834394
19.0,19,4.835825
21.0,21,4.83733
50.0,50,4.840898
13.0,13,4.841941
18.0,18,4.84321
13.0,13,4.844189
16.0,16,4.84548
14.0,14,4.846483
13.0,13,4.847415
21.0,21,4.848887
19.0,19,4.850349
11.0,11,4.851154
17.0,17,4.852352
13.0,13,4.853299
38.0,38,4.855992
12.0,12,4.856859
42.0,42,4.859774
13.0,13,4.860721
36.0,36,4.863306
12.0,12,4.864178
20.0,20,4.865583
32.0,32,4.867769
21.0,21,4.869358
15.0,15,4.870423
10.0,10,4.871152
16.0,16,4.872285
26.0,26,4.874463
20.0,20,4.876051
9.0,9,4.876745
19.0,19,4.878115
18.0,18,4.879562
31.0,31,4.881702
36.0,36,4.884166
15.0,15,4.885336
23.0,23,4.887094
31.0,31,4.889231
23.0,23,4.891063
23.0,23,4.892697
34.0,34,4.898715
37.0,37,4.901107
12.0,12,4.901918
16.0,16,4.902966
10.0,10,4.903767
17.0,17,4.904868
24.0,24,4.906444
18.0,18,4.907612
30.0,30,4.909625
10.0,10,4.910303
15.0,15,4.91129
23.0,23,4.913043
28.0,28,4.915086
34.0,34,4.917449
23.0,23,4.919202
48.0,48,4.922497
16.0,16,4.923823
13.0,13,4.924758
25.0,25,4.926505
15.0,15,4.92758
10.0,10,4.928454
41.0,41,4.93124
12.0,12,4.932103
15.0,15,4.933168
13.0,13,4.934219
17.0,17,4.935413
13.0,13,4.936371
17.0,17,4.937588
15.0,15,4.938771
15.0,15,4.93985
61.0,61,4.94398
20.0,20,4.945406
18.0,18,4.9468
25.0,25,4.948535
42.0,42,4.951406
17.0,17,4.952844
25.0,25,4.954724
27.0,27,4.956599
11.0,11,4.957413
37.0,37,4.95993
11.0,11,4.960844
17.0,17,4.962062
16.0,16,4.963201
20.0,20,4.964599
34.0,34,4.967402
15.0,15,4.973177
12.0,12,4.974054
24.0,24,4.975603
36.0,36,4.978026
12.0,12,4.978836
13.0,13,4.979693
24.0,24,4.981225
20.0,20,4.982757
10.0,10,4.983473
20.0,20,4.984756
19.0,19,4.985975
10.0,10,4.986761
10.0,10,4.987437
49.0,49,4.990463
21.0,21,4.991807
22.0,22,4.993636
21.0,21,4.995741
14.0,14,4.99707
71.0,71,5.002586
30.0,30,5.004902
26.0,26,5.006754
10.0,10,5.007501
27.0,27,5.00937
19.0,19,5.010856
15.0,15,5.011931
16.0,16,5.013129
9.0,9,5.013903
23.0,23,5.015636
14.0,14,5.016651
52.0,52,5.020215
23.0,23,5.021835
23.0,23,5.023573
27.0,27,5.025455
20.0,20,5.026861
18.0,18,5.028161
16.0,16,5.029424
12.0,12,5.030305
23.0,23,5.031911
15.0,15,5.033462
26.0,26,5.036444
13.0,13,5.037683
18.0,18,5.038983
27.0,27,5.04084
104.0,104,5.051622
13.0,13,5.052528
41.0,41,5.055124
10.0,10,5.055812
13.0,13,5.056808
25.0,25,5.05843
12.0,12,5.059277
9.0,9,5.059931
11.0,11,5.060774
25.0,25,5.062381
17.0,17,5.06348
21.0,21,5.064826
12.0,12,5.065742
12.0,12,5.066541
17.0,17,5.067641
13.0,13,5.068499
21.0,21,5.069941
22.0,22,5.07157
15.0,15,5.072712
32.0,32,5.075047
38.0,38,5.077761
11.0,11,5.078569
14.0,14,5.079566
33.0,33,5.081832
17.0,17,5.083149
12.0,12,5.084025
15.0,15,5.085113
12.0,12,5.085992
38.0,38,5.088705
10.0,10,5.089478
11.0,11,5.090281
23.0,23,5.091877
20.0,20,5.093412
15.0,15,5.094491
25.0,25,5.096229
26.0,26,5.098056
13.0,13,5.099117
12.0,12,5.099993
10.0,10,5.100735
13.0,13,5.101683
20.0,20,5.103192
16.0,16,5.104327
11.0,11,5.105195
16.0,16,5.106333
14.0,14,5.107455
13.0,13,5.108394
62.0,62,5.1127
10.0,10,5.113521
25.0,25,5.115398
17.0,17,5.116603
37.0,37,5.119103
9.0,9,5.11977
11.0,11,5.120711
30.0,30,5.1264
14.0,14,5.127376
10.0,10,5.128065
47.0,47,5.13112
17.0,17,5.132227
10.0,10,5.132913
16.0,16,5.133975
48.0,48,5.137349
13.0,13,5.138292
27.0,27,5.140174
38.0,38,5.142763
31.0,31,5.145018
28.0,28,5.146956
14.0,14,5.147963
19.0,19,5.149315
19.0,19,5.150794
12.0,12,5.151678
20.0,20,5.15362
13.0,13,5.154792
26.0,26,5.156815
12.0,12,5.157716
11.0,11,5.158522
24.0,24,5.16018
16.0,16,5.161453
17.0,17,5.162654
21.0,21,5.16412
21.0,21,5.165608
12.0,12,5.166734
41.0,41,5.169689
9.0,9,5.170468
19.0,19,5.171834
11.0,11,5.172814
63.0,63,5.177154
17.0,17,5.178369
22.0,22,5.179944
18.0,18,5.181432
17.0,17,5.18267
31.0,31,5.184793
14.0,14,5.185813
78.0,78,5.191202
14.0,14,5.192252
17.0,17,5.193995
28.0,28,5.196049
14.0,14,5.197387
20.0,20,5.204571
25.0,25,5.206672
43.0,43,5.210363
20.0,20,5.212172
12.0,12,5.213078
18.0,18,5.214363
14.0,14,5.215375
23.0,23,5.217135
25.0,25,5.218869
17.0,17,5.220073
24.0,24,5.221776
18.0,18,5.223163
14.0,14,5.224175
19.0,19,5.225527
13.0,13,5.226463
20.0,20,5.228054
37.0,37,5.23062
20.0,20,5.232031
24.0,24,5.233713
16.0,16,5.234975
14.0,14,5.235975
12.0,12,5.236835
23.0,23,5.238414
40.0,40,5.241252
15.0,15,5.242338
22.0,22,5.243877
12.0,12,5.244744
16.0,16,5.246008
11.0,11,5.246801
14.0,14,5.247803
15.0,15,5.248883
19.0,19,5.250329
34.0,34,5.252653
22.0,22,5.254179
10.0,10,5.25491
14.0,14,5.256008
20.0,20,5.257431
9.0,9,5.258132
37.0,37,5.260765
16.0,16,5.262029
10.0,10,5.26276
69.0,69,5.26738
16.0,16,5.268502
20.0,20,5.27001
11.0,11,5.270804
18.0,18,5.272146
37.0,37,5.274697
13.0,13,5.27574
24.0,24,5.277396
13.0,13,5.282256
29.0,29,5.284233
24.0,24,5.286008
40.0,40,5.288765
11.0,11,5.289639
20.0,20,5.291008
13.0,13,5.29205
13.0,13,5.292966
30.0,30,5.295007
13.0,13,5.295927
24.0,24,5.297679
25.0,25,5.299374
26.0,26,5.301169
15.0,15,5.302218
17.0,17,5.303529
16.0,16,5.304703
17.0,17,5.305903
15.0,15,5.306967
32.0,32,5.309262
38.0,38,5.311848
21.0,21,5.313774
19.0,19,5.315136
17.0,17,5.317008
36.0,36,5.320578
28.0,28,5.322681
10.0,10,5.323443
18.0,18,5.324863
15.0,15,5.325944
11.0,11,5.32675
9.0,9,5.327417
27.0,27,5.329396
29.0,29,5.331388
19.0,19,5.332734
18.0,18,5.334009
40.0,40,5.336895
20.0,20,5.338286
13.0,13,5.339221
18.0,18,5.340476
58.0,58,5.344455
8.0,8,5.345069
55.0,55,5.348713
19.0,19,5.350123
16.0,16,5.351844
14.0,14,5.353147
21.0,21,5.354649
15.0,15,5.360122
16.0,16,5.361322
11.0,11,5.362058
23.0,23,5.36351
11.0,11,5.364246
34.0,34,5.366568
17.0,17,5.367685
18.0,18,5.36887
13.0,13,5.369749
12.0,12,5.370697
26.0,26,5.372345
10.0,10,5.373048
10.0,10,5.373724
13.0,13,5.374752
11.0,11,5.375498
17.0,17,5.376596
14.0,14,5.377527
10.0,10,5.37831
16.0,16,5.379365
15.0,15,5.380348
43.0,43,5.383434
14.0,14,5.384567
26.0,26,5.386363
30.0,30,5.388413
42.0,42,5.391294
30.0,30,5.393776
21.0,21,5.395274
21.0,21,5.396946
11.0,11,5.39775
28.0,28,5.399866
16.0,16,5.401064
12.0,12,5.402004
31.0,31,5.404131
36.0,36,5.40679
11.0,11,5.407615
18.0,18,5.408903
12.0,12,5.409786
16.0,16,5.411079
33.0,33,5.413463
15.0,15,5.414531
20.0,20,5.415932
16.0,16,5.417183
21.0,21,5.418643
16.0,16,5.419771
12.0,12,5.420652
33.0,33,5.423063
32.0,32,5.425273
25.0,25,5.427188
16.0,16,5.428459
16.0,16,5.429739
49.0,49,5.43917
14.0,14,5.44063
17.0,17,5.442279
13.0,13,5.443497
38.0,38,5.446088
31.0,31,5.448237
37.0,37,5.450772
16.0,16,5.452028
17.0,17,5.453233
22.0,22,5.45477
22.0,22,5.456294
14.0,14,5.457503
18.0,18,5.458965
12.0,12,5.459833
18.0,18,5.461108
26.0,26,5.463018
9.0,9,5.463684
10.0,10,5.464421
15.0,15,5.465498
15.0,15,5.466674
13.0,13,5.467614
32.0,32,5.469811
11.0,11,5.470604
8.0,8,5.471318
11.0,11,5.472275
22.0,22,5.473891
16.0,16,5.475018
12.0,12,5.475989
16.0,16,5.477119
11.0,11,5.477926
14.0,14,5.478931
25.0,25,5.480757
26.0,26,5.48256
19.0,19,5.483885
22.0,22,5.485478
15.0,15,5.486753
12.0,12,5.487622
17.0,17,5.489098
14.0,14,5.49012
15.0,15,5.491355
27.0,27,5.493239
16.0,16,5.494368
23.0,23,5.495956
10.0,10,5.496825
15.0,15,5.497906
20.0,20,5.499303
15.0,15,5.500373
13.0,13,5.501441
57.0,57,5.505374
9.0,9,5.506041
24.0,24,5.507692
16.0,16,5.508933
11.0,11,5.50975
58.0,58,5.517944
18.0,18,5.519523
15.0,15,5.520762
10.0,10,5.521532
19.0,19,5.522861
15.0,15,5.523927
25.0,25,5.525825
13.0,13,5.526767
22.0,22,5.528294
14.0,14,5.529311
11.0,11,5.53023
15.0,15,5.531294
22.0,22,5.532839
15.0,15,5.533926
29.0,29,5.536141
40.0,40,5.538866
13.0,13,5.539803
12.0,12,5.540668
22.0,22,5.542372
76.0,76,5.547497
33.0,33,5.550004
12.0,12,5.55099
9.0,9,5.551785
9.0,9,5.552635
34.0,34,5.555009
11.0,11,5.556126
43.0,43,5.560262
19.0,19,5.561727
14.0,14,5.562743
32.0,32,5.56508
9.0,9,5.565904
12.0,12,5.566784
11.0,11,5.567603
11.0,11,5.568417
13.0,13,5.569478
15.0,15,5.570556
25.0,25,5.572288
13.0,13,5.573251
21.0,21,5.574851
15.0,15,5.575916
28.0,28,5.577858
24.0,24,5.579527
15.0,15,5.58094
10.0,10,5.581704
12.0,12,5.5826
27.0,27,5.584457
50.0,50,5.587963
19.0,19,5.58931
20.0,20,5.595172
14.0,14,5.596395
21.0,21,5.598019
50.0,50,5.601383
11.0,11,5.602185
27.0,27,5.604021
22.0,22,5.605683
25.0,25,5.607437
21.0,21,5.608913
14.0,14,5.60993
31.0,31,5.612488
30.0,30,5.614568
14.0,14,5.61557
30.0,30,5.61765
13.0,13,5.618712
20.0,20,5.620107
22.0,22,5.621642
11.0,11,5.622443
23.0,23,5.624146
20.0,20,5.625558
23.0,23,5.62722
16.0,16,5.628356
36.0,36,5.630929
11.0,11,5.631857
20.0,20,5.633461
18.0,18,5.634748
15.0,15,5.63597
15.0,15,5.637056
11.0,11,5.637862
17.0,17,5.639061
32.0,32,5.641504
10.0,10,5.642317
45.0,45,5.645405
21.0,21,5.646922
18.0,18,5.648374
46.0,46,5.651563
25.0,25,5.653336
12.0,12,5.654221
14.0,14,5.655376
41.0,41,5.658303
13.0,13,5.659254
13.0,13,5.660201
19.0,19,5.661668
16.0,16,5.662839
16.0,16,5.663981
24.0,24,5.665667
21.0,21,5.667253
15.0,15,5.672858
23.0,23,5.67482
11.0,11,5.675675
29.0,29,5.677847
27.0,27,5.680004
22.0,22,5.682227
30.0,30,5.685291
21.0,21,5.687665
11.0,11,5.688548
21.0,21,5.690053
21.0,21,5.691539
29.0,29,5.693891
24.0,24,5.695956
21.0,21,5.697514
44.0,44,5.700535
15.0,15,5.701768
17.0,17,5.703166
12.0,12,5.704048
24.0,24,5.705715
44.0,44,5.708821
18.0,18,5.710112
36.0,36,5.712745
18.0,18,5.714033
24.0,24,5.715823
31.0,31,5.717946
14.0,14,5.719005
11.0,11,5.719812
27.0,27,5.721781
20.0,20,5.723199
26.0,26,5.725004
14.0,14,5.725999
37.0,37,5.728632
35.0,35,5.731036
24.0,24,5.73271
16.0,16,5.734042
14.0,14,5.735193
12.0,12,5.736059
53.0,53,5.739631
29.0,29,5.741624
17.0,17,5.742936
27.0,27,5.744797
32.0,32,5.746983
43.0,43,5.754087
21.0,21,5.755717
9.0,9,5.756412
9.0,9,5.75713
13.0,13,5.758065
17.0,17,5.759366
16.0,16,5.760489
14.0,14,5.761507
12.0,12,5.762374
33.0,33,5.764888
16.0,16,5.766032
26.0,26,5.767818
12.0,12,5.768681
19.0,19,5.77014
34.0,34,5.77247
10.0,10,5.773218
13.0,13,5.774154
37.0,37,5.776803
13.0,13,5.777745
46.0,46,5.780896
22.0,22,5.782424
12.0,12,5.783414
17.0,17,5.784624
23.0,23,5.786237
14.0,14,5.787245
12.0,12,5.788239
9.0,9,5.788916
15.0,15,5.790014
24.0,24,5.791674
21.0,21,5.793571
17.0,17,5.795393
15.0,15,5.796523
24.0,24,5.798225
22.0,22,5.800129
12.0,12,5.801314
28.0,28,5.803765
13.0,13,5.804889
32.0,32,5.807317
28.0,28,5.809895
21.0,21,5.811461
24.0,24,5.813144
25.0,25,5.815034
14.0,14,5.816045
20.0,20,5.817455
35.0,35,5.819838
25.0,25,5.8217
54.0,54,5.825455
14.0,14,5.826725
12.0,12,5.831716
12.0,12,5.832902
16.0,16,5.834088
11.0,11,5.834888
16.0,16,5.83602
9.0,9,5.83685
24.0,24,5.838581
27.0,27,5.840496
13.0,13,5.841559
19.0,19,5.843033
21.0,21,5.844507
12.0,12,5.845388
13.0,13,5.846326
11.0,11,5.847244
38.0,38,5.849839
10.0,10,5.850579
25.0,25,5.852308
14.0,14,5.85342
30.0,30,5.855465
16.0,16,5.856794
20.0,20,5.858238
26.0,26,5.860139
21.0,21,5.861601
48.0,48,5.864807
25.0,25,5.866514
34.0,34,5.868912
12.0,12,5.869781
47.0,47,5.873137
14.0,14,5.87413
14.0,14,5.875238
24.0,24,5.876884
12.0,12,5.877754
28.0,28,5.879656
17.0,17,5.880946
30.0,30,5.883002
24.0,24,5.884653
20.0,20,5.886057
17.0,17,5.887648
41.0,41,5.890448
29.0,29,5.89243
11.0,11,5.893234
14.0,14,5.894349
43.0,43,5.897262
39.0,39,5.899879
21.0,21,5.901345
9.0,9,5.902169
26.0,26,5.907659
21.0,21,5.909055
33.0,33,5.911308
20.0,20,5.913095
34.0,34,5.91557
11.0,11,5.916381
11.0,11,5.917239
22.0,22,5.919813
30.0,30,5.922034
10.0,10,5.922791
13.0,13,5.923755
21.0,21,5.925381
18.0,18,5.926652
27.0,27,5.928545
19.0,19,5.929892
28.0,28,5.931943
13.0,13,5.932981
15.0,15,5.934058
28.0,28,5.93598
15.0,15,5.937159
36.0,36,5.939586
14.0,14,5.940576
25.0,25,5.942308
14.0,14,5.943413
37.0,37,5.945965
75.0,75,5.951242
11.0,11,5.952074
16.0,16,5.953643
14.0,14,5.954663
11.0,11,5.95546
26.0,26,5.957237
11.0,11,5.958178
11.0,11,5.958979
10.0,10,5.959769
21.0,21,5.961224
11.0,11,5.962156
13.0,13,5.96345
15.0,15,5.965198
43.0,43,5.96925
24.0,24,5.971149
30.0,30,5.973246
14.0,14,5.974321
32.0,32,5.976532
20.0,20,5.978086
13.0,13,5.97925
13.0,13,5.980271
20.0,20,5.981673
13.0,13,5.982765
41.0,41,5.989568
13.0,13,5.990542
21.0,21,5.992076
21.0,21,5.994246
17.0,17,5.995993
10.0,10,5.997027
14.0,14,5.998136
22.0,22,6.000476
17.0,17,6.002156
49.0,49,6.006058
14.0,14,6.007289
10.0,10,6.008354
23.0,23,6.010332
11.0,11,6.011162
17.0,17,6.012365
34.0,34,6.014854
14.0,14,6.015935
11.0,11,6.016741
24.0,24,6.018407
28.0,28,6.020497
18.0,18,6.021799
32.0,32,6.023989
11.0,11,6.024899
43.0,43,6.028032
16.0,16,6.029195
44.0,44,6.032924
33.0,33,6.035843
26.0,26,6.038414
31.0,31,6.041256
32.0,32,6.043675
12.0,12,6.044538
28.0,28,6.046604
17.0,17,6.047792
11.0,11,6.048592
30.0,30,6.050653
20.0,20,6.05217
25.0,25,6.053908
22.0,22,6.055454
18.0,18,6.056775
15.0,15,6.057968
18.0,18,6.059237
20.0,20,6.060619
50.0,50,6.063977
35.0,35,6.070472
11.0,11,6.071341
15.0,15,6.072508
16.0,16,6.073645
11.0,11,6.074584
15.0,15,6.075646
16.0,16,6.076768
43.0,43,6.079664
34.0,34,6.08211
31.0,31,6.084214
11.0,11,6.08509
32.0,32,6.087474
27.0,27,6.089507
10.0,10,6.090249
14.0,14,6.091245
14.0,14,6.09224
19.0,19,6.093715
38.0,38,6.096281
15.0,15,6.09736
16.0,16,6.098484
18.0,18,6.09986
26.0,26,6.101678
41.0,41,6.104428
35.0,35,6.106824
13.0,13,6.107878
22.0,22,6.109412
18.0,18,6.110682
15.0,15,6.111734
24.0,24,6.113725
11.0,11,6.114645
20.0,20,6.116066
26.0,26,6.118083
31.0,31,6.121035
19.0,19,6.122574
13.0,13,6.123532
10.0,10,6.124274
12.0,12,6.125307
16.0,16,6.126438
11.0,11,6.127243
54.0,54,6.130873
27.0,27,6.132876
23.0,23,6.13447
11.0,11,6.135266
11.0,11,6.136067
23.0,23,6.137794
12.0,12,6.13866
54.0,54,6.14228
103.0,103,6.273038
88.0,88,6.375273
81.0,81,6.471588
73.0,73,6.545655
39.0,39,6.582626
41.0,41,6.626077
31.0,31,6.659606
67.0,67,6.724603
26.0,26,6.750804
60.0,60,6.819271
49.0,49,6.874256
56.0,56,6.939437
71.0,71,6.999432
47.0,47,7.039231
71.0,71,7.099705
59.0,59,7.155842
21.0,21,7.171784
48.0,48,7.234124
41.0,41,7.286088
32.0,32,7.32944
46.0,46,7.373692
41.0,41,7.416188
25.0,25,7.444582
22.0,22,7.469879
30.0,30,7.501676
16.0,16,7.520631
15.0,15,7.537687
21.0,21,7.556801
21.0,21,7.577499
30.0,30,7.604297
23.0,23,7.627539
23.0,23,7.650183
34.0,34,7.679856
16.0,16,7.695522
21.0,21,7.717917
35.0,35,7.758595
30.0,30,7.794267
15.0,15,7.810992
13.0,13,7.82765
16.0,16,7.847036
11.0,11,7.8554
20.0,20,7.872632
13.0,13,7.887072
18.0,18,7.903806
11.0,11,7.915948
11.0,11,7.93078
10.0,10,7.938637
10.0,10,7.947596
9.0,9,7.954347
10.0,10,7.961388
10.0,10,7.970487
10.0,10,7.979268
11.0,11,7.988654
12.0,12,7.998922
12.0,12,8.013048
9.0,9,8.022388
9.0,9,8.036365
9.0,9,8.047606
9.0,9,8.056766
10.0,10,8.069133
10.0,10,8.080924
9.0,9,8.091053
9.0,9,8.105688
11.0,11,8.116476
12.0,12,8.131458
10.0,10,8.142339
9.0,9,8.151312
10.0,10,8.162714
10.0,10,8.17007
10.0,10,8.181228
10.0,10,8.189349
8.0,8,8.197191
9.0,9,8.205957
11.0,11,8.216943
11.0,11,8.227625
9.0,9,8.236427
12.0,12,8.249169
10.0,10,8.261609
9.0,9,8.275457
8.0,8,8.284645
11.0,11,8.297889
15.0,15,8.313752
10.0,10,8.326601
8.0,8,8.335974
10.0,10,8.345958
13.0,13,8.36392
12.0,12,8.375058
11.0,11,8.38379
11.0,11,8.393459
15.0,15,8.408967
19.0,19,8.427051
10.0,10,8.434383
18.0,18,8.451113
12.0,12,8.461928
13.0,13,8.474546
11.0,11,8.487579
10.0,10,8.497444
13.0,13,8.510335
10.0,10,8.526321
13.0,13,8.540786
15.0,15,8.562127
10.0,10,8.574706
16.0,16,8.593201
13.0,13,8.606874
13.0,13,8.620727
13.0,13,8.633287
14.0,14,8.649174
15.0,15,8.660515
15.0,15,8.67296
13.0,13,8.687068
11.0,11,8.699257
13.0,13,8.714916
11.0,11,8.72848
11.0,11,8.74238
15.0,15,8.764921
10.0,10,8.774993
15.0,15,8.793383
11.0,11,8.808876
10.0,10,8.819707
12.0,12,8.832043
13.0,13,8.844506
11.0,11,8.855054
9.0,9,8.862946
10.0,10,8.872542
12.0,12,8.884376
11.0,11,8.895798
12.0,12,8.90637
11.0,11,8.916349
9.0,9,8.927939
12.0,12,8.943084
13.0,13,8.958525
10.0,10,8.970455
11.0,11,8.984755
12.0,12,9.005511
12.0,12,9.020448
9.0,9,9.03155
10.0,10,9.045937
12.0,12,9.05917
10.0,10,9.066406
11.0,11,9.076232
11.0,11,9.08644
10.0,10,9.096349
9.0,9,9.105613
10.0,10,9.11346
9.0,9,9.12213
10.0,10,9.135459
10.0,10,9.143323
9.0,9,9.153579
11.0,11,9.162558
10.0,10,9.175157
10.0,10,9.183627
10.0,10,9.195617
9.0,9,9.20934
11.0,11,9.225244
11.0,11,9.24095
9.0,9,9.252641
8.0,8,9.267993
10.0,10,9.280029
10.0,10,9.294236
10.0,10,9.305923
12.0,12,9.321081
10.0,10,9.334956
12.0,12,9.344533
10.0,10,9.354779
10.0,10,9.365097
12.0,12,9.377611
9.0,9,9.38918
8.0,8,9.396228
8.0,8,9.403579
10.0,10,9.416643
10.0,10,9.43005
11.0,11,9.444709
9.0,9,9.456744
12.0,12,9.475583
8.0,8,9.48705
10.0,10,9.501706
10.0,10,9.513485
11.0,11,9.53029
10.0,10,9.541749
9.0,9,9.552367
13.0,13,9.563044
12.0,12,9.572865
11.0,11,9.585301
11.0,11,9.592923
11.0,11,9.602216
10.0,10,9.612962
10.0,10,9.622443
12.0,12,9.633369
10.0,10,9.649519
10.0,10,9.659417
10.0,10,9.673312
9.0,9,9.685913
10.0,10,9.698584
11.0,11,9.713462
10.0,10,9.728664
9.0,9,9.739323
12.0,12,9.754841
11.0,11,9.769441
11.0,11,9.779198
10.0,10,9.789828
9.0,9,9.797627
8.0,8,9.804207
12.0,12,9.815662
10.0,10,9.825224
9.0,9,9.833062
13.0,13,9.85177
9.0,9,9.858607
10.0,10,9.867798
11.0,11,9.87686
11.0,11,9.884385
9.0,9,9.895787
11.0,11,9.906036
10.0,10,9.921598
11.0,11,9.93714
9.0,9,9.949527
12.0,12,9.968947
9.0,9,9.979223
9.0,9,9.988179
12.0,12,10.00345
11.0,11,10.018237
12.0,12,10.032566
8.0,8,10.041199
11.0,11,10.054392
9.0,9,10.061641
12.0,12,10.071698
9.0,9,10.0812
8.0,8,10.088817
9.0,9,10.099334
11.0,11,10.106833
10.0,10,10.1172
12.0,12,10.137857
10.0,10,10.151325
8.0,8,10.163094
8.0,8,10.173632
9.0,9,10.185925
11.0,11,10.197305
8.0,8,10.20766
11.0,11,10.223125
10.0,10,10.235951
10.0,10,10.24767
11.0,11,10.260464
12.0,12,10.27107
10.0,10,10.281144
9.0,9,10.292305
11.0,11,10.300858
8.0,8,10.30817
11.0,11,10.319704
