#{"t_start": 1616761110.7713695, "env_id": "CartPole-v1"}
r,l,t
9.0,9,26.823972
10.0,10,26.835794
8.0,8,26.842664
11.0,11,26.852548
9.0,9,26.863708
10.0,10,26.874037
9.0,9,26.886801
11.0,11,26.897013
10.0,10,26.909144
9.0,9,26.918183
8.0,8,26.927141
10.0,10,26.94047
10.0,10,26.950449
10.0,10,26.962969
9.0,9,26.973541
9.0,9,26.982556
10.0,10,26.99359
9.0,9,27.002766
9.0,9,27.010172
9.0,9,27.018716
9.0,9,27.029169
9.0,9,27.038059
12.0,12,27.053453
9.0,9,27.060849
12.0,12,27.074876
10.0,10,27.088349
9.0,9,27.098071
9.0,9,27.108149
8.0,8,27.117253
10.0,10,27.131413
22.0,22,27.16043
10.0,10,27.17492
8.0,8,27.184329
9.0,9,27.193598
10.0,10,27.200614
10.0,10,27.212195
10.0,10,27.222752
10.0,10,27.235728
10.0,10,27.243262
8.0,8,27.25214
10.0,10,27.262524
10.0,10,27.271591
8.0,8,27.281196
10.0,10,27.293662
10.0,10,27.304352
10.0,10,27.316904
10.0,10,27.326919
8.0,8,27.337573
10.0,10,27.3517
9.0,9,27.36182
10.0,10,27.376445
9.0,9,27.387655
9.0,9,27.397285
10.0,10,27.407143
9.0,9,27.414778
10.0,10,27.422051
14.0,14,27.436858
9.0,9,27.445143
10.0,10,27.456418
9.0,9,27.464728
9.0,9,27.473918
28.0,28,27.503452
10.0,10,27.517004
32.0,32,27.567752
11.0,11,27.578988
13.0,13,27.595977
10.0,10,27.606581
11.0,11,27.617929
8.0,8,27.627163
9.0,9,27.637199
9.0,9,27.645977
9.0,9,27.659063
9.0,9,27.669614
10.0,10,27.677635
8.0,8,27.684375
9.0,9,27.697192
10.0,10,27.705332
8.0,8,27.712081
10.0,10,27.724233
10.0,10,27.731779
10.0,10,27.741742
9.0,9,27.751134
10.0,10,27.758167
9.0,9,27.767106
9.0,9,27.77788
12.0,12,27.793926
16.0,16,27.817175
16.0,16,27.838455
17.0,17,27.860862
14.0,14,27.882859
16.0,16,27.901144
13.0,13,27.914311
16.0,16,27.929049
19.0,19,27.945656
27.0,27,27.967362
29.0,29,27.994864
23.0,23,28.012401
19.0,19,28.032395
14.0,14,28.046181
10.0,10,28.057103
11.0,11,28.072171
9.0,9,28.082246
8.0,8,28.092181
10.0,10,28.106767
10.0,10,28.118508
10.0,10,28.134902
9.0,9,28.149207
9.0,9,28.160026
13.0,13,28.180691
10.0,10,28.19558
9.0,9,28.202704
9.0,9,28.209945
9.0,9,28.221488
9.0,9,28.228273
10.0,10,28.23739
10.0,10,28.246586
9.0,9,28.253959
10.0,10,28.263221
9.0,9,28.272685
11.0,11,28.285848
9.0,9,28.295471
9.0,9,28.304954
9.0,9,28.313392
8.0,8,28.321532
9.0,9,28.334682
11.0,11,28.346017
11.0,11,28.35851
15.0,15,28.378345
22.0,22,28.400588
19.0,19,28.421451
17.0,17,28.436198
19.0,19,28.455497
17.0,17,28.470783
20.0,20,28.49012
14.0,14,28.505644
16.0,16,28.522106
19.0,19,28.547152
21.0,21,28.569632
16.0,16,28.59072
16.0,16,28.60801
14.0,14,28.621166
18.0,18,28.644258
17.0,17,28.6623
17.0,17,28.679599
24.0,24,28.70459
30.0,30,28.732277
70.0,70,28.81882
47.0,47,28.868947
81.0,81,28.948326
39.0,39,28.985304
36.0,36,29.019382
38.0,38,29.05449
73.0,73,29.135444
55.0,55,29.2018
71.0,71,29.273566
39.0,39,29.311565
28.0,28,29.33774
28.0,28,29.363885
23.0,23,29.390691
23.0,23,29.411711
21.0,21,29.428123
19.0,19,29.446239
29.0,29,29.482591
39.0,39,29.533684
45.0,45,29.590614
52.0,52,29.64188
29.0,29,29.670284
21.0,21,29.687463
24.0,24,29.711212
16.0,16,29.727318
17.0,17,29.750397
16.0,16,29.767458
14.0,14,29.782673
18.0,18,29.803032
14.0,14,29.819734
18.0,18,29.84296
15.0,15,29.8589
18.0,18,29.881265
14.0,14,29.893252
14.0,14,29.906825
13.0,13,29.919213
15.0,15,29.934692
14.0,14,29.946322
13.0,13,29.962703
13.0,13,29.974439
15.0,15,29.992574
18.0,18,30.015469
18.0,18,30.041012
17.0,17,30.060739
21.0,21,30.0825
21.0,21,30.105404
27.0,27,30.13265
22.0,22,30.158792
34.0,34,30.189728
103.0,103,30.296229
44.0,44,30.350499
35.0,35,30.391144
35.0,35,30.424677
24.0,24,30.447613
29.0,29,30.475376
24.0,24,30.498727
30.0,30,30.528054
27.0,27,30.561477
29.0,29,30.597398
33.0,33,30.634068
29.0,29,30.665649
23.0,23,30.684863
19.0,19,30.70956
29.0,29,30.738914
25.0,25,30.762998
30.0,30,30.791761
33.0,33,30.826392
30.0,30,30.864001
33.0,33,30.901497
31.0,31,30.935002
37.0,37,30.966043
54.0,54,31.017351
34.0,34,31.050266
34.0,34,31.090909
22.0,22,31.11471
25.0,25,31.142507
21.0,21,31.167837
23.0,23,31.193542
20.0,20,31.21088
25.0,25,31.23826
19.0,19,31.253171
21.0,21,31.27342
64.0,64,31.338249
39.0,39,31.391495
65.0,65,31.46962
78.0,78,31.545815
62.0,62,31.619473
16.0,16,31.641712
22.0,22,31.664239
15.0,15,31.678632
14.0,14,31.689454
14.0,14,31.703504
15.0,15,31.718656
19.0,19,31.733443
15.0,15,31.747924
18.0,18,31.76805
34.0,34,31.804904
19.0,19,31.824367
18.0,18,31.845731
19.0,19,31.874537
10.0,10,31.886984
15.0,15,31.902431
16.0,16,31.921938
15.0,15,31.941659
16.0,16,31.960078
24.0,24,31.985452
24.0,24,32.011132
20.0,20,32.028169
29.0,29,32.057457
88.0,88,32.165253
132.0,132,32.297882
35.0,35,32.331462
33.0,33,32.362738
22.0,22,32.386027
22.0,22,32.403754
24.0,24,32.431062
20.0,20,32.454769
18.0,18,32.474755
22.0,22,32.493972
27.0,27,32.524336
22.0,22,32.553091
24.0,24,32.582825
20.0,20,32.607029
21.0,21,32.633852
20.0,20,32.652079
27.0,27,32.677632
34.0,34,32.706822
68.0,68,32.774688
71.0,71,32.85102
87.0,87,32.95678
41.0,41,32.99213
27.0,27,33.017085
37.0,37,33.050098
86.0,86,33.129558
47.0,47,33.172245
30.0,30,33.208848
24.0,24,33.241655
26.0,26,33.273386
29.0,29,33.304527
46.0,46,33.354234
50.0,50,33.398701
31.0,31,33.425225
19.0,19,33.442324
24.0,24,33.463627
44.0,44,33.51392
93.0,93,33.616477
98.0,98,33.721349
25.0,25,33.742698
29.0,29,33.766061
30.0,30,33.792704
38.0,38,33.825318
85.0,85,33.915997
80.0,80,34.003916
127.0,127,34.132726
78.0,78,34.205537
37.0,37,34.243629
23.0,23,34.266545
26.0,26,34.288586
35.0,35,34.317885
67.0,67,34.386438
133.0,133,34.553059
41.0,41,34.587703
18.0,18,34.604729
22.0,22,34.626172
29.0,29,34.655098
80.0,80,34.736234
113.0,113,34.890875
144.0,144,35.032607
127.0,127,35.17912
177.0,177,35.360635
185.0,185,35.531631
72.0,72,35.604547
76.0,76,35.680751
122.0,122,35.80713
75.0,75,35.889334
133.0,133,36.010347
81.0,81,36.085804
157.0,157,36.254833
204.0,204,36.443095
127.0,127,36.573367
126.0,126,36.688012
97.0,97,36.794133
198.0,198,36.968364
55.0,55,37.025094
10.0,10,37.034279
10.0,10,37.045035
8.0,8,37.051986
8.0,8,37.061295
10.0,10,37.069931
12.0,12,37.080286
9.0,9,37.088242
10.0,10,37.097394
9.0,9,37.103917
10.0,10,37.115439
9.0,9,37.122726
9.0,9,37.130494
10.0,10,37.148121
9.0,9,37.15573
9.0,9,37.162745
9.0,9,37.169845
96.0,96,37.282787
55.0,55,37.33758
63.0,63,37.399458
62.0,62,37.45737
193.0,193,37.667396
336.0,336,38.004353
121.0,121,38.110135
59.0,59,38.170589
61.0,61,38.226587
193.0,193,38.431897
236.0,236,38.686003
99.0,99,38.784457
235.0,235,39.015365
158.0,158,39.160732
200.0,200,39.347211
146.0,146,39.486627
260.0,260,39.768834
117.0,117,39.878782
210.0,210,40.083531
134.0,134,40.200289
155.0,155,40.359884
143.0,143,40.502752
109.0,109,40.619262
138.0,138,40.751249
171.0,171,40.931528
206.0,206,41.123575
197.0,197,41.3152
142.0,142,41.45816
147.0,147,41.62861
284.0,284,41.913902
149.0,149,42.062455
184.0,184,42.23892
250.0,250,42.504655
155.0,155,42.674202
162.0,162,42.834304
277.0,277,43.124926
143.0,143,43.271446
169.0,169,43.43606
213.0,213,43.647105
169.0,169,43.81901
152.0,152,43.982828
208.0,208,44.18339
201.0,201,44.373284
220.0,220,44.594523
179.0,179,44.78771
211.0,211,44.99657
195.0,195,45.191956
186.0,186,45.364255
174.0,174,45.563464
142.0,142,45.720498
152.0,152,45.8898
196.0,196,46.080783
210.0,210,46.308996
153.0,153,46.458839
173.0,173,46.632595
150.0,150,46.768339
167.0,167,46.953631
172.0,172,47.12328
181.0,181,47.287109
159.0,159,47.447274
164.0,164,47.639167
193.0,193,47.841624
163.0,163,47.998564
135.0,135,48.124569
281.0,281,48.421719
225.0,225,48.632067
154.0,154,48.79001
201.0,201,49.005186
166.0,166,49.161008
195.0,195,49.336049
210.0,210,49.543786
272.0,272,49.812084
267.0,267,50.071832
321.0,321,50.375512
180.0,180,50.544154
250.0,250,50.800837
286.0,286,51.092747
225.0,225,51.308015
187.0,187,51.493215
226.0,226,51.71927
182.0,182,51.925258
207.0,207,52.130851
486.0,486,52.614798
219.0,219,52.844091
246.0,246,53.107795
207.0,207,53.307461
237.0,237,53.532217
344.0,344,53.893386
276.0,276,54.166677
143.0,143,54.304784
196.0,196,54.492483
226.0,226,54.741562
271.0,271,55.015693
157.0,157,55.167741
310.0,310,55.460458
227.0,227,55.689765
182.0,182,55.884277
239.0,239,56.11883
258.0,258,56.363039
257.0,257,56.635593
246.0,246,56.89928
286.0,286,57.173015
208.0,208,57.373147
183.0,183,57.560664
306.0,306,57.896287
235.0,235,58.123811
260.0,260,58.367758
255.0,255,58.615578
169.0,169,58.8232
156.0,156,58.98129
242.0,242,59.199503
329.0,329,59.549258
186.0,186,59.736512
297.0,297,60.026652
191.0,191,60.20252
257.0,257,60.460051
280.0,280,60.760321
215.0,215,60.982265
228.0,228,61.205678
249.0,249,61.471696
165.0,165,61.639114
229.0,229,61.871687
228.0,228,62.092758
193.0,193,62.279273
205.0,205,62.499515
349.0,349,62.84382
226.0,226,63.073953
249.0,249,63.314355
265.0,265,63.593915
248.0,248,63.847875
203.0,203,64.04939
217.0,217,64.248703
327.0,327,64.589851
329.0,329,64.923561
252.0,252,65.160805
351.0,351,65.53646
344.0,344,65.860293
255.0,255,66.101516
251.0,251,66.342982
229.0,229,66.555775
256.0,256,66.829587
239.0,239,67.061266
289.0,289,67.348101
240.0,240,67.590003
357.0,357,67.958085
202.0,202,68.122688
234.0,234,68.342845
248.0,248,68.577375
257.0,257,68.857301
206.0,206,69.052675
188.0,188,69.234095
245.0,245,69.483729
202.0,202,69.708737
177.0,177,69.876677
233.0,233,70.098736
205.0,205,70.299184
197.0,197,70.522573
166.0,166,70.694077
172.0,172,70.858234
183.0,183,71.037767
243.0,243,71.293218
189.0,189,71.470436
179.0,179,71.643536
208.0,208,71.842211
177.0,177,72.040159
207.0,207,72.238552
207.0,207,72.430392
197.0,197,72.620237
171.0,171,72.815542
185.0,185,72.996579
275.0,275,73.241379
188.0,188,73.403744
207.0,207,73.62261
232.0,232,73.842263
184.0,184,74.013413
184.0,184,74.187843
240.0,240,74.438231
289.0,289,74.705018
202.0,202,74.901152
181.0,181,75.068467
297.0,297,75.382916
205.0,205,75.603458
211.0,211,75.809494
212.0,212,76.018484
320.0,320,76.363503
184.0,184,76.533702
243.0,243,76.767229
207.0,207,76.998896
292.0,292,77.287608
324.0,324,77.602657
192.0,192,77.795779
219.0,219,78.014337
201.0,201,78.229315
241.0,241,78.452281
215.0,215,78.646072
319.0,319,78.969112
210.0,210,79.159264
247.0,247,79.376393
406.0,406,79.754112
261.0,261,79.996531
306.0,306,80.30247
359.0,359,80.650498
184.0,184,80.835067
215.0,215,81.037243
178.0,178,81.228736
221.0,221,81.440053
288.0,288,81.730078
276.0,276,82.017014
307.0,307,82.328676
205.0,205,82.535355
500.0,500,83.020116
189.0,189,83.199747
235.0,235,83.461565
194.0,194,83.637597
299.0,299,83.922894
240.0,240,84.162022
251.0,251,84.420534
228.0,228,84.657565
231.0,231,84.880902
374.0,374,85.276904
195.0,195,85.480793
207.0,207,85.687651
207.0,207,85.889731
247.0,247,86.129962
227.0,227,86.360221
194.0,194,86.554602
221.0,221,86.771397
265.0,265,87.029119
228.0,228,87.261586
243.0,243,87.494231
232.0,232,87.716021
357.0,357,88.075401
303.0,303,88.361202
266.0,266,88.608362
261.0,261,88.861283
258.0,258,89.091264
229.0,229,89.325571
261.0,261,89.588273
192.0,192,89.774144
314.0,314,90.100836
206.0,206,90.30084
237.0,237,90.532952
246.0,246,90.777285
242.0,242,91.01264
227.0,227,91.238353
220.0,220,91.442399
173.0,173,91.611327
209.0,209,91.801611
207.0,207,92.036332
193.0,193,92.219925
272.0,272,92.485952
203.0,203,92.712098
239.0,239,92.945057
343.0,343,93.279925
172.0,172,93.447976
300.0,300,93.765772
214.0,214,93.954391
224.0,224,94.164581
270.0,270,94.42165
261.0,261,94.690116
196.0,196,94.871339
183.0,183,95.050745
395.0,395,95.437156
186.0,186,95.644293
243.0,243,95.875336
202.0,202,96.071256
212.0,212,96.310125
182.0,182,96.484357
304.0,304,96.800654
212.0,212,97.00603
188.0,188,97.19281
324.0,324,97.545798
238.0,238,97.765721
212.0,212,97.964334
225.0,225,98.180921
241.0,241,98.435529
279.0,279,98.721544
233.0,233,98.944748
177.0,177,99.139369
247.0,247,99.416009
282.0,282,99.697712
308.0,308,99.982274
309.0,309,100.272894
229.0,229,100.509353
263.0,263,100.775495
213.0,213,100.969593
208.0,208,101.157408
228.0,228,101.375484
193.0,193,101.580925
217.0,217,101.802564
227.0,227,102.027073
325.0,325,102.336905
238.0,238,102.566224
201.0,201,102.743
286.0,286,103.010055
234.0,234,103.249279
242.0,242,103.502399
271.0,271,103.740955
262.0,262,103.990997
280.0,280,104.279052
194.0,194,104.463775
260.0,260,104.718642
196.0,196,104.896278
184.0,184,105.070569
248.0,248,105.337477
288.0,288,105.617306
239.0,239,105.835196
222.0,222,106.043038
261.0,261,106.322539
330.0,330,106.639223
243.0,243,106.870959
200.0,200,107.055925
336.0,336,107.402361
294.0,294,107.694614
219.0,219,107.899765
198.0,198,112.302525
265.0,265,116.719611
233.0,233,120.602873
263.0,263,124.986115
