#{"t_start": 1617027462.80121, "env_id": "CartPole-v1"}
r,l,t
28.0,28,8.056203
34.0,34,8.061395
11.0,11,8.063089
37.0,37,8.068542
12.0,12,8.070401
21.0,21,8.07355
20.0,20,8.076702
50.0,50,8.083937
21.0,21,8.086969
27.0,27,8.100608
18.0,18,8.103301
15.0,15,8.105891
17.0,17,8.108626
28.0,28,8.112779
24.0,24,8.116218
22.0,22,8.119619
24.0,24,8.123061
28.0,28,8.127034
19.0,19,8.129778
18.0,18,8.132575
21.0,21,8.135581
25.0,25,8.139136
15.0,15,8.141308
22.0,22,8.144819
19.0,19,8.147795
9.0,9,8.149316
33.0,33,8.154517
19.0,19,8.157562
19.0,19,8.160584
22.0,22,8.163737
17.0,17,8.166229
30.0,30,8.170687
9.0,9,8.172079
26.0,26,8.175799
32.0,32,8.180319
12.0,12,8.182331
23.0,23,8.185606
22.0,22,8.188736
49.0,49,8.195531
19.0,19,8.198565
12.0,12,8.200374
11.0,11,8.202044
13.0,13,8.203973
31.0,31,8.208596
11.0,11,8.210274
25.0,25,8.213881
25.0,25,8.217464
24.0,24,8.22114
11.0,11,8.222851
32.0,32,8.227354
14.0,14,8.229425
21.0,21,8.23269
22.0,22,8.235883
15.0,15,8.238116
31.0,31,8.242523
29.0,29,8.247108
14.0,14,8.261414
21.0,21,8.264545
73.0,73,8.275558
18.0,18,8.278463
37.0,37,8.283842
23.0,23,8.287134
13.0,13,8.289061
11.0,11,8.290935
15.0,15,8.293145
14.0,14,8.295227
31.0,31,8.299603
17.0,17,8.302292
11.0,11,8.303953
16.0,16,8.306447
13.0,13,8.308372
18.0,18,8.311426
10.0,10,8.313087
10.0,10,8.314733
11.0,11,8.316397
19.0,19,8.319342
11.0,11,8.321005
10.0,10,8.322547
36.0,36,8.3276
40.0,40,8.333398
12.0,12,8.335294
25.0,25,8.339192
25.0,25,8.343093
10.0,10,8.345025
24.0,24,8.348478
14.0,14,8.350537
34.0,34,8.355767
28.0,28,8.360482
15.0,15,8.362947
14.0,14,8.365169
19.0,19,8.367945
35.0,35,8.373071
29.0,29,8.377188
35.0,35,8.3821
10.0,10,8.383639
22.0,22,8.387032
18.0,18,8.389796
12.0,12,8.391608
26.0,26,8.396172
11.0,11,8.398389
21.0,21,8.4017
9.0,9,8.403228
19.0,19,8.406263
41.0,41,8.41292
20.0,20,8.427304
29.0,29,8.431437
11.0,11,8.433108
50.0,50,8.440834
17.0,17,8.443697
12.0,12,8.445635
12.0,12,8.447431
13.0,13,8.449582
24.0,24,8.453002
13.0,13,8.454925
36.0,36,8.460769
27.0,27,8.465269
18.0,18,8.467867
12.0,12,8.469671
24.0,24,8.473083
14.0,14,8.475391
20.0,20,8.478289
12.0,12,8.480088
29.0,29,8.484192
11.0,11,8.486114
17.0,17,8.488583
15.0,15,8.490805
14.0,14,8.492863
20.0,20,8.495994
16.0,16,8.498337
11.0,11,8.500004
27.0,27,8.503838
28.0,28,8.508011
16.0,16,8.510444
14.0,14,8.51273
30.0,30,8.51723
17.0,17,8.519925
43.0,43,8.525952
12.0,12,8.52775
19.0,19,8.53048
29.0,29,8.534843
16.0,16,8.537366
13.0,13,8.53929
23.0,23,8.542685
12.0,12,8.544696
14.0,14,8.54696
14.0,14,8.549112
23.0,23,8.553012
28.0,28,8.557862
22.0,22,8.561704
79.0,79,8.572907
33.0,33,8.587286
18.0,18,8.590193
59.0,59,8.598464
12.0,12,8.600289
16.0,16,8.602662
17.0,17,8.605369
84.0,84,8.617412
14.0,14,8.6195
72.0,72,8.62949
23.0,23,8.633021
17.0,17,8.635521
16.0,16,8.638015
20.0,20,8.640918
13.0,13,8.643173
37.0,37,8.64846
17.0,17,8.650969
16.0,16,8.653313
33.0,33,8.658296
17.0,17,8.66131
39.0,39,8.666872
40.0,40,8.672439
12.0,12,8.674453
26.0,26,8.678146
22.0,22,8.681295
20.0,20,8.6842
11.0,11,8.686154
15.0,15,8.688371
16.0,16,8.690723
12.0,12,8.692513
12.0,12,8.69452
57.0,57,8.702473
46.0,46,8.70889
17.0,17,8.711601
12.0,12,8.713823
93.0,93,8.727046
40.0,40,8.732697
17.0,17,8.745625
20.0,20,8.748904
17.0,17,8.751401
22.0,22,8.754611
26.0,26,8.758477
13.0,13,8.760913
18.0,18,8.763888
19.0,19,8.766913
20.0,20,8.769794
28.0,28,8.773977
21.0,21,8.776981
45.0,45,8.783258
43.0,43,8.789407
13.0,13,8.791551
22.0,22,8.794735
16.0,16,8.797073
58.0,58,8.80547
34.0,34,8.810988
17.0,17,8.813772
13.0,13,8.815892
18.0,18,8.818648
26.0,26,8.822551
17.0,17,8.825016
64.0,64,8.834574
13.0,13,8.836713
22.0,22,8.840137
9.0,9,8.841656
18.0,18,8.844529
16.0,16,8.847509
21.0,21,8.851121
18.0,18,8.853816
24.0,24,8.857253
24.0,24,8.86098
14.0,14,8.863379
28.0,28,8.86735
13.0,13,8.869289
11.0,11,8.870965
53.0,53,8.878556
24.0,24,8.88199
21.0,21,8.885015
13.0,13,8.886945
11.0,11,8.888824
22.0,22,8.891997
26.0,26,8.934199
17.0,17,8.93675
12.0,12,8.938866
25.0,25,8.942589
17.0,17,8.945089
19.0,19,8.947889
11.0,11,8.949796
18.0,18,8.952415
11.0,11,8.954092
13.0,13,8.956013
11.0,11,8.957905
15.0,15,8.96013
18.0,18,8.962896
36.0,36,8.967937
11.0,11,8.969803
22.0,22,8.972983
21.0,21,8.976037
36.0,36,8.981115
14.0,14,8.983412
17.0,17,8.985905
14.0,14,8.987969
23.0,23,8.991261
12.0,12,8.993248
18.0,18,8.995838
16.0,16,8.998174
27.0,27,9.001993
39.0,39,9.00763
18.0,18,9.010226
15.0,15,9.012489
26.0,26,9.016217
16.0,16,9.018794
52.0,52,9.02604
16.0,16,9.028385
11.0,11,9.030037
29.0,29,9.034378
27.0,27,9.038231
30.0,30,9.042639
39.0,39,9.048267
34.0,34,9.053263
11.0,11,9.054947
11.0,11,9.056613
38.0,38,9.062112
15.0,15,9.064544
16.0,16,9.06688
24.0,24,9.070363
40.0,40,9.075987
10.0,10,9.07773
11.0,11,9.079396
19.0,19,9.091915
59.0,59,9.100295
14.0,14,9.102732
14.0,14,9.104825
39.0,39,9.110433
17.0,17,9.113088
18.0,18,9.116008
35.0,35,9.121172
15.0,15,9.123431
16.0,16,9.125807
12.0,12,9.127849
18.0,18,9.13075
39.0,39,9.136611
21.0,21,9.139995
25.0,25,9.144552
13.0,13,9.146895
14.0,14,9.149246
10.0,10,9.150813
23.0,23,9.154319
9.0,9,9.155711
50.0,50,9.163444
24.0,24,9.167208
25.0,25,9.17119
15.0,15,9.173394
12.0,12,9.175187
21.0,21,9.178205
26.0,26,9.182127
9.0,9,9.183512
26.0,26,9.187222
21.0,21,9.190307
18.0,18,9.193391
20.0,20,9.196268
12.0,12,9.198133
12.0,12,9.200059
12.0,12,9.202066
16.0,16,9.204422
26.0,26,9.208148
32.0,32,9.212981
57.0,57,9.221559
10.0,10,9.223267
20.0,20,9.22644
11.0,11,9.228245
11.0,11,9.23027
13.0,13,9.2322
31.0,31,9.236607
17.0,17,9.239105
17.0,17,9.24201
19.0,19,9.245012
22.0,22,9.258888
44.0,44,9.265839
13.0,13,9.268221
15.0,15,9.270669
20.0,20,9.273557
17.0,17,9.27603
15.0,15,9.278456
20.0,20,9.281467
24.0,24,9.285222
33.0,33,9.290334
13.0,13,9.292462
19.0,19,9.295205
19.0,19,9.29798
18.0,18,9.3006
19.0,19,9.303571
17.0,17,9.306056
14.0,14,9.308138
15.0,15,9.310357
34.0,34,9.315644
63.0,63,9.324363
15.0,15,9.326578
17.0,17,9.329035
33.0,33,9.333906
13.0,13,9.335838
32.0,32,9.340355
22.0,22,9.343863
16.0,16,9.346457
19.0,19,9.349227
24.0,24,9.352755
29.0,29,9.356846
23.0,23,9.360357
21.0,21,9.363759
10.0,10,9.365439
23.0,23,9.369051
20.0,20,9.372475
12.0,12,9.374374
23.0,23,9.377697
25.0,25,9.381267
12.0,12,9.383304
34.0,34,9.388112
16.0,16,9.390691
16.0,16,9.39377
15.0,15,9.396511
55.0,55,9.404938
27.0,27,9.419537
21.0,21,9.422639
24.0,24,9.426322
9.0,9,9.427719
68.0,68,9.437858
36.0,36,9.443565
30.0,30,9.448602
89.0,89,9.460806
15.0,15,9.463216
18.0,18,9.465847
16.0,16,9.468394
32.0,32,9.472923
24.0,24,9.476361
17.0,17,9.478859
14.0,14,9.48114
16.0,16,9.483489
17.0,17,9.48596
15.0,15,9.488171
54.0,54,9.495958
21.0,21,9.499003
11.0,11,9.500677
18.0,18,9.503313
14.0,14,9.505637
14.0,14,9.507729
11.0,11,9.509419
19.0,19,9.512186
14.0,14,9.514524
21.0,21,9.517556
23.0,23,9.520855
25.0,25,9.52443
42.0,42,9.530502
17.0,17,9.532962
17.0,17,9.535421
13.0,13,9.537362
12.0,12,9.539374
22.0,22,9.54251
18.0,18,9.545149
20.0,20,9.548062
14.0,14,9.550333
22.0,22,9.553519
12.0,12,9.5555
23.0,23,9.559106
14.0,14,9.561636
54.0,54,9.579279
20.0,20,9.58224
17.0,17,9.584785
16.0,16,9.587399
25.0,25,9.590993
66.0,66,9.600236
33.0,33,9.604892
18.0,18,9.607712
13.0,13,9.609651
18.0,18,9.612272
12.0,12,9.614176
12.0,12,9.616178
23.0,23,9.619472
31.0,31,9.623826
54.0,54,9.631309
10.0,10,9.633038
23.0,23,9.636358
38.0,38,9.641725
14.0,14,9.643881
21.0,21,9.647237
18.0,18,9.649877
10.0,10,9.651397
39.0,39,9.656899
28.0,28,9.661071
44.0,44,9.667321
12.0,12,9.669131
13.0,13,9.671081
26.0,26,9.67503
17.0,17,9.677516
14.0,14,9.6796
32.0,32,9.684233
41.0,41,9.690185
14.0,14,9.69224
12.0,12,9.694063
11.0,11,9.695735
24.0,24,9.699388
27.0,27,9.703234
16.0,16,9.705621
15.0,15,9.707857
21.0,21,9.71111
22.0,22,9.714301
14.0,14,9.716399
30.0,30,9.720661
15.0,15,9.723104
26.0,26,9.738266
34.0,34,9.743648
68.0,68,9.754054
32.0,32,9.758859
11.0,11,9.760533
14.0,14,9.762681
24.0,24,9.766352
34.0,34,9.771359
11.0,11,9.773023
24.0,24,9.77645
13.0,13,9.778395
31.0,31,9.783002
8.0,8,9.784264
15.0,15,9.786453
13.0,13,9.78839
23.0,23,9.79187
15.0,15,9.794174
14.0,14,9.796274
21.0,21,9.799275
45.0,45,9.805763
9.0,9,9.807147
16.0,16,9.809494
22.0,22,9.812672
11.0,11,9.814606
15.0,15,9.816816
13.0,13,9.818779
57.0,57,9.826795
11.0,11,9.828664
72.0,72,9.838598
45.0,45,9.844912
17.0,17,9.847425
52.0,52,9.854916
15.0,15,9.857129
45.0,45,9.863513
28.0,28,9.867539
16.0,16,9.87011
18.0,18,9.872747
24.0,24,9.87622
47.0,47,9.882778
17.0,17,9.895606
12.0,12,9.897487
15.0,15,9.899704
21.0,21,9.902766
23.0,23,9.906309
9.0,9,9.907717
13.0,13,9.909659
13.0,13,9.911595
21.0,21,9.914983
19.0,19,9.917742
17.0,17,9.920204
20.0,20,9.923083
19.0,19,9.92604
10.0,10,9.927577
37.0,37,9.932759
23.0,23,9.936085
23.0,23,9.939568
22.0,22,9.942741
18.0,18,9.945599
14.0,14,9.947672
18.0,18,9.950484
35.0,35,9.955433
15.0,15,9.957687
10.0,10,9.959208
30.0,30,9.963811
28.0,28,9.967852
17.0,17,9.970324
12.0,12,9.972128
11.0,11,9.974018
14.0,14,9.976107
13.0,13,9.978058
45.0,45,9.984327
30.0,30,9.988764
17.0,17,9.991252
17.0,17,9.993728
15.0,15,9.995946
11.0,11,9.997806
11.0,11,9.999466
24.0,24,10.002908
18.0,18,10.005566
30.0,30,10.010005
43.0,43,10.016148
33.0,33,10.020885
15.0,15,10.023157
30.0,30,10.028064
17.0,17,10.030873
15.0,15,10.033321
9.0,9,10.034875
28.0,28,10.039116
27.0,27,10.054559
33.0,33,10.059288
15.0,15,10.061513
14.0,14,10.064162
14.0,14,10.066324
16.0,16,10.068671
18.0,18,10.071305
14.0,14,10.073588
17.0,17,10.076091
20.0,20,10.078981
17.0,17,10.081462
88.0,88,10.094434
20.0,20,10.097401
27.0,27,10.101221
30.0,30,10.105511
33.0,33,10.110354
16.0,16,10.112679
13.0,13,10.114789
16.0,16,10.117164
22.0,22,10.120528
27.0,27,10.124371
15.0,15,10.126638
31.0,31,10.130993
21.0,21,10.134227
50.0,50,10.141156
23.0,23,10.144469
37.0,37,10.149707
12.0,12,10.151718
19.0,19,10.154477
15.0,15,10.156759
40.0,40,10.162357
33.0,33,10.167413
14.0,14,10.169511
18.0,18,10.172119
16.0,16,10.174466
13.0,13,10.176664
16.0,16,10.179087
29.0,29,10.183369
64.0,64,10.192321
36.0,36,10.197651
45.0,45,10.21382
13.0,13,10.216007
19.0,19,10.218799
62.0,62,10.227666
13.0,13,10.229608
17.0,17,10.232096
16.0,16,10.234453
15.0,15,10.236866
17.0,17,10.239394
61.0,61,10.248147
19.0,19,10.250937
25.0,25,10.254731
31.0,31,10.259143
12.0,12,10.260958
24.0,24,10.264517
13.0,13,10.266778
35.0,35,10.271736
12.0,12,10.273564
48.0,48,10.28039
8.0,8,10.281877
9.0,9,10.283278
12.0,12,10.285103
18.0,18,10.287718
16.0,16,10.290287
11.0,11,10.291966
16.0,16,10.294327
19.0,19,10.29709
19.0,19,10.300055
20.0,20,10.302959
12.0,12,10.304758
16.0,16,10.307202
13.0,13,10.309339
18.0,18,10.311973
18.0,18,10.314641
15.0,15,10.316971
73.0,73,10.327484
14.0,14,10.32962
84.0,84,10.341449
35.0,35,10.346873
20.0,20,10.350116
34.0,34,10.354896
10.0,10,10.356421
11.0,11,10.35818
15.0,15,10.370817
14.0,14,10.372947
66.0,66,10.382217
59.0,59,10.390523
18.0,18,10.393502
16.0,16,10.396346
9.0,9,10.397847
19.0,19,10.400593
41.0,41,10.406591
16.0,16,10.40895
63.0,63,10.418051
23.0,23,10.421366
16.0,16,10.42393
26.0,26,10.427841
14.0,14,10.429927
10.0,10,10.431445
19.0,19,10.43444
21.0,21,10.437491
23.0,23,10.440791
14.0,14,10.442883
22.0,22,10.44632
18.0,18,10.448946
12.0,12,10.450747
12.0,12,10.452544
31.0,31,10.457294
25.0,25,10.460852
24.0,24,10.464373
13.0,13,10.466542
19.0,19,10.46959
16.0,16,10.471932
13.0,13,10.473894
10.0,10,10.475415
35.0,35,10.480887
19.0,19,10.483909
40.0,40,10.489923
23.0,23,10.493204
34.0,34,10.498279
14.0,14,10.500518
14.0,14,10.50281
41.0,41,10.509079
16.0,16,10.51165
25.0,25,10.515406
16.0,16,10.517968
54.0,54,10.535538
16.0,16,10.538224
19.0,19,10.54126
32.0,32,10.546394
33.0,33,10.551206
21.0,21,10.554456
16.0,16,10.556808
35.0,35,10.56177
30.0,30,10.566259
63.0,63,10.575737
16.0,16,10.578323
9.0,9,10.579711
9.0,9,10.581114
22.0,22,10.584483
22.0,22,10.587681
17.0,17,10.590183
25.0,25,10.59378
14.0,14,10.596086
31.0,31,10.600666
12.0,12,10.602653
10.0,10,10.604329
19.0,19,10.607584
27.0,27,10.611608
41.0,41,10.618065
22.0,22,10.621949
29.0,29,10.626793
27.0,27,10.631013
17.0,17,10.633518
13.0,13,10.635641
17.0,17,10.638632
19.0,19,10.641687
10.0,10,10.643363
16.0,16,10.64596
22.0,22,10.649682
21.0,21,10.652723
26.0,26,10.656446
27.0,27,10.660426
13.0,13,10.662603
10.0,10,10.664155
12.0,12,10.66619
32.0,32,10.671037
31.0,31,10.675678
28.0,28,10.679843
12.0,12,10.681655
74.0,74,10.702092
73.0,73,10.712579
15.0,15,10.71496
15.0,15,10.717444
15.0,15,10.719874
20.0,20,10.723122
15.0,15,10.725319
14.0,14,10.727612
35.0,35,10.732648
22.0,22,10.736015
45.0,45,10.742623
26.0,26,10.74671
18.0,18,10.749573
19.0,19,10.752593
39.0,39,10.758255
13.0,13,10.76037
65.0,65,10.770257
43.0,43,10.776541
43.0,43,10.782771
34.0,34,10.787775
12.0,12,10.789716
10.0,10,10.791469
18.0,18,10.79434
19.0,19,10.797106
32.0,32,10.801836
31.0,31,10.806487
32.0,32,10.811018
23.0,23,10.814458
24.0,24,10.818284
22.0,22,10.82181
28.0,28,10.825803
21.0,21,10.828826
18.0,18,10.83146
30.0,30,10.835918
52.0,52,10.843506
21.0,21,10.857717
35.0,35,10.863211
19.0,19,10.866588
54.0,54,10.874487
9.0,9,10.875892
14.0,14,10.878093
18.0,18,10.881109
16.0,16,10.88346
23.0,23,10.886771
20.0,20,10.889682
18.0,18,10.892524
9.0,9,10.893923
30.0,30,10.898172
15.0,15,10.900391
27.0,27,10.904462
17.0,17,10.907134
14.0,14,10.909443
31.0,31,10.9145
39.0,39,10.92091
24.0,24,10.924373
13.0,13,10.926322
20.0,20,10.929455
32.0,32,10.934635
18.0,18,10.9375
12.0,12,10.939465
26.0,26,10.943543
14.0,14,10.945976
17.0,17,10.948458
58.0,58,10.956545
28.0,28,10.960518
47.0,47,10.967547
55.0,55,10.975279
11.0,11,10.97693
14.0,14,10.979016
22.0,22,10.982475
16.0,16,10.984814
22.0,22,10.987971
13.0,13,10.98996
72.0,72,11.000167
21.0,21,11.00323
14.0,14,11.005306
33.0,33,11.048839
14.0,14,11.051223
13.0,13,11.053173
24.0,24,11.056615
29.0,29,11.060719
13.0,13,11.062908
19.0,19,11.065821
40.0,40,11.071451
31.0,31,11.075848
14.0,14,11.078128
18.0,18,11.080752
13.0,13,11.082703
49.0,49,11.089553
44.0,44,11.095968
19.0,19,11.098735
19.0,19,11.101523
17.0,17,11.10403
17.0,17,11.106821
19.0,19,11.109618
13.0,13,11.111568
33.0,33,11.116289
19.0,19,11.119306
24.0,24,11.122791
21.0,21,11.125851
41.0,41,11.131642
18.0,18,11.134472
13.0,13,11.136428
18.0,18,11.139042
19.0,19,11.141814
17.0,17,11.144494
17.0,17,11.146986
25.0,25,11.150627
17.0,17,11.15328
29.0,29,11.157593
87.0,87,11.169646
11.0,11,11.171307
15.0,15,11.173504
27.0,27,11.177537
16.0,16,11.179873
31.0,31,11.184273
12.0,12,11.186069
22.0,22,11.189419
75.0,75,11.210429
19.0,19,11.213559
20.0,20,11.216783
24.0,24,11.221022
11.0,11,11.222826
28.0,28,11.227257
12.0,12,11.229256
31.0,31,11.234317
17.0,17,11.237039
53.0,53,11.245261
22.0,22,11.248486
17.0,17,11.251206
58.0,58,11.259388
11.0,11,11.261229
22.0,22,11.264678
15.0,15,11.267448
18.0,18,11.27012
25.0,25,11.273662
11.0,11,11.275321
32.0,32,11.280045
50.0,50,11.286975
18.0,18,11.289611
12.0,12,11.291409
20.0,20,11.294507
24.0,24,11.297937
17.0,17,11.300414
24.0,24,11.30385
24.0,24,11.307482
23.0,23,11.3108
28.0,28,11.314914
12.0,12,11.316963
36.0,36,11.323056
16.0,16,11.325683
32.0,32,11.330651
12.0,12,11.332576
13.0,13,11.334957
11.0,11,11.3368
17.0,17,11.339766
42.0,42,11.346196
28.0,28,11.350404
14.0,14,11.35249
52.0,52,11.371142
50.0,50,11.378543
13.0,13,11.380836
17.0,17,11.383576
26.0,26,11.387676
11.0,11,11.389745
38.0,38,11.396694
34.0,34,11.402075
28.0,28,11.406486
9.0,9,11.408065
12.0,12,11.410321
27.0,27,11.414579
22.0,22,11.418151
28.0,28,11.422521
16.0,16,11.425179
27.0,27,11.429168
11.0,11,11.430869
23.0,23,11.434186
28.0,28,11.438524
14.0,14,11.440592
28.0,28,11.444887
18.0,18,11.447522
18.0,18,11.450506
46.0,46,11.457093
50.0,50,11.464058
41.0,41,11.47005
33.0,33,11.474959
34.0,34,11.479834
22.0,22,11.482996
21.0,21,11.486072
12.0,12,11.488108
12.0,12,11.489921
15.0,15,11.492206
12.0,12,11.494164
16.0,16,11.496858
61.0,61,11.506528
13.0,13,11.508753
12.0,12,11.511093
32.0,32,11.51633
18.0,18,11.51914
15.0,15,11.521347
22.0,22,11.534657
11.0,11,11.5368
33.0,33,11.541946
29.0,29,11.546377
15.0,15,11.548585
14.0,14,11.550901
12.0,12,11.552703
13.0,13,11.554713
10.0,10,11.55624
29.0,29,11.560566
11.0,11,11.56222
18.0,18,11.564845
13.0,13,11.567027
44.0,44,11.574381
25.0,25,11.577996
10.0,10,11.579541
15.0,15,11.581851
17.0,17,11.584841
28.0,28,11.588855
56.0,56,11.597733
15.0,15,11.599994
24.0,24,11.603675
12.0,12,11.605772
23.0,23,11.609409
18.0,18,11.612623
31.0,31,11.617793
10.0,10,11.619482
11.0,11,11.621331
11.0,11,11.623371
40.0,40,11.629882
26.0,26,11.63402
14.0,14,11.636309
12.0,12,11.638343
22.0,22,11.642122
45.0,45,11.649455
25.0,25,11.653678
17.0,17,11.656438
35.0,35,11.662378
19.0,19,11.665416
15.0,15,11.667925
22.0,22,11.671419
32.0,32,11.676842
23.0,23,11.680485
15.0,15,11.682914
13.0,13,11.685063
27.0,27,11.689133
31.0,31,173.728426
17.0,17,173.755274
28.0,28,173.79922
20.0,20,173.838794
25.0,25,173.877906
22.0,22,173.921874
22.0,22,173.956557
21.0,21,173.999422
21.0,21,174.044163
21.0,21,174.085065
28.0,28,174.137743
27.0,27,174.191365
21.0,21,174.22657
24.0,24,174.265133
20.0,20,174.297756
29.0,29,174.353324
31.0,31,174.417656
32.0,32,174.481106
34.0,34,174.546197
30.0,30,174.597952
32.0,32,174.652168
25.0,25,174.692659
24.0,24,174.734898
51.0,51,174.836018
54.0,54,174.926554
32.0,32,174.980481
56.0,56,175.082495
26.0,26,175.129615
30.0,30,175.180309
26.0,26,175.22221
29.0,29,175.268967
47.0,47,175.362657
95.0,95,175.541486
119.0,119,175.743159
115.0,115,175.928343
144.0,144,176.160611
30.0,30,176.217452
33.0,33,176.274563
48.0,48,176.351456
39.0,39,176.419045
40.0,40,176.481678
29.0,29,176.526736
35.0,35,176.588158
21.0,21,176.633135
18.0,18,176.669979
32.0,32,176.720231
35.0,35,176.772859
32.0,32,176.835964
38.0,38,176.909258
27.0,27,176.950822
35.0,35,177.002137
14.0,14,177.029931
23.0,23,177.074879
21.0,21,177.118032
13.0,13,177.142766
19.0,19,177.190274
17.0,17,177.229005
14.0,14,177.314172
12.0,12,177.336173
14.0,14,177.363193
13.0,13,177.383946
14.0,14,177.410799
19.0,19,177.442813
12.0,12,177.46641
12.0,12,177.490478
12.0,12,177.516032
18.0,18,177.552096
14.0,14,177.588875
14.0,14,177.611975
11.0,11,177.633267
13.0,13,177.65589
14.0,14,177.687896
20.0,20,177.721655
12.0,12,177.744251
13.0,13,177.768374
18.0,18,177.818074
12.0,12,177.843621
13.0,13,177.873922
13.0,13,177.893159
15.0,15,177.922331
11.0,11,177.937397
13.0,13,177.960296
12.0,12,177.979405
14.0,14,178.011753
10.0,10,178.036033
14.0,14,178.061288
11.0,11,178.087966
9.0,9,178.108149
10.0,10,178.126
12.0,12,178.144832
10.0,10,178.158686
10.0,10,178.180695
9.0,9,178.195356
10.0,10,178.212376
9.0,9,178.235497
10.0,10,178.260208
9.0,9,178.28132
9.0,9,178.301831
10.0,10,178.315362
8.0,8,178.332837
10.0,10,178.350089
8.0,8,178.362533
9.0,9,178.375628
10.0,10,178.394158
10.0,10,178.411307
8.0,8,178.426462
10.0,10,178.44127
9.0,9,178.471264
10.0,10,178.49068
9.0,9,178.511995
10.0,10,178.54062
9.0,9,178.562941
14.0,14,178.58649
9.0,9,178.599636
9.0,9,178.612909
9.0,9,178.631284
8.0,8,178.644046
10.0,10,178.664842
10.0,10,178.682367
9.0,9,178.709946
9.0,9,178.730226
9.0,9,178.75129
10.0,10,178.772413
10.0,10,178.790669
9.0,9,178.803864
9.0,9,178.820623
9.0,9,178.833897
10.0,10,178.852281
10.0,10,178.869144
10.0,10,178.882115
12.0,12,178.901665
11.0,11,178.931701
9.0,9,178.951104
10.0,10,178.974655
8.0,8,178.991387
8.0,8,179.010863
8.0,8,179.024969
9.0,9,179.038387
14.0,14,179.063858
13.0,13,179.088806
11.0,11,179.10986
15.0,15,179.139977
11.0,11,179.164942
12.0,12,179.197621
16.0,16,179.231506
9.0,9,179.244592
14.0,14,179.268113
12.0,12,179.307338
14.0,14,179.328967
11.0,11,179.347245
10.0,10,179.364849
9.0,9,179.385338
14.0,14,179.414459
8.0,8,179.434563
10.0,10,179.46203
10.0,10,179.486969
9.0,9,179.504519
9.0,9,179.523247
10.0,10,179.540824
10.0,10,179.565517
10.0,10,179.581395
10.0,10,179.600353
14.0,14,179.621696
9.0,9,179.645494
10.0,10,179.660521
13.0,13,179.686624
14.0,14,179.720691
15.0,15,179.766026
12.0,12,179.791098
12.0,12,179.811402
13.0,13,179.830634
11.0,11,179.853914
10.0,10,179.868021
11.0,11,179.88621
14.0,14,179.907244
10.0,10,179.931726
9.0,9,179.949933
10.0,10,179.974617
14.0,14,180.001409
8.0,8,180.026818
10.0,10,180.054533
9.0,9,180.0736
13.0,13,180.101328
11.0,11,180.126947
10.0,10,180.140998
12.0,12,180.160314
12.0,12,180.179152
12.0,12,180.201953
14.0,14,180.227929
14.0,14,180.253431
14.0,14,180.282683
12.0,12,180.312525
9.0,9,180.328608
14.0,14,180.35342
10.0,10,180.367401
13.0,13,180.392022
10.0,10,180.41009
10.0,10,180.424105
12.0,12,180.447043
13.0,13,180.47535
12.0,12,180.494027
12.0,12,180.520298
11.0,11,180.541003
11.0,11,180.569437
13.0,13,180.593924
11.0,11,180.615319
14.0,14,180.638476
11.0,11,180.657982
12.0,12,180.67649
10.0,10,180.693095
10.0,10,180.706408
9.0,9,180.727596
10.0,10,180.741338
11.0,11,180.762402
14.0,14,180.790582
10.0,10,180.818984
13.0,13,180.843947
14.0,14,180.869774
12.0,12,180.888752
9.0,9,180.906801
10.0,10,180.920053
10.0,10,180.93855
11.0,11,180.956322
13.0,13,180.979661
11.0,11,180.996571
11.0,11,181.013844
12.0,12,181.036877
10.0,10,181.066248
13.0,13,181.091106
13.0,13,181.115124
11.0,11,181.137163
13.0,13,181.162586
9.0,9,181.178919
12.0,12,181.197408
11.0,11,181.210812
14.0,14,181.250175
9.0,9,181.267698
10.0,10,181.290079
9.0,9,181.306525
12.0,12,181.335485
14.0,14,181.362026
11.0,11,181.380602
9.0,9,181.393886
13.0,13,181.420982
12.0,12,181.439132
13.0,13,181.465194
11.0,11,181.486407
13.0,13,181.51274
9.0,9,181.531558
12.0,12,181.556596
12.0,12,181.580443
13.0,13,181.612479
9.0,9,181.631597
10.0,10,181.646539
10.0,10,181.665952
11.0,11,181.685314
9.0,9,181.702498
10.0,10,181.717448
14.0,14,181.741638
11.0,11,181.762187
15.0,15,181.785921
11.0,11,181.809759
11.0,11,181.833581
13.0,13,181.866598
11.0,11,181.893808
12.0,12,181.914626
13.0,13,181.935988
11.0,11,181.960685
11.0,11,181.9759
15.0,15,181.999586
10.0,10,182.016266
14.0,14,182.040665
13.0,13,182.064417
9.0,9,182.087442
12.0,12,182.11181
11.0,11,182.136614
11.0,11,182.158581
14.0,14,182.184818
11.0,11,182.199472
14.0,14,182.225714
12.0,12,182.243756
14.0,14,182.263919
14.0,14,182.287341
15.0,15,182.316931
10.0,10,182.340809
16.0,16,182.366675
11.0,11,182.384408
10.0,10,182.402699
10.0,10,182.419034
13.0,13,182.437363
15.0,15,182.459606
12.0,12,182.485183
9.0,9,182.498676
13.0,13,182.519281
13.0,13,182.545409
11.0,11,182.569515
13.0,13,182.5996
9.0,9,182.618578
10.0,10,182.638947
10.0,10,182.668128
11.0,11,182.686938
10.0,10,182.701505
11.0,11,182.720224
11.0,11,182.743028
12.0,12,182.765846
15.0,15,182.796828
12.0,12,182.830119
10.0,10,182.859383
13.0,13,182.880054
