#{"t_start": 1617027462.80121, "env_id": "CartPole-v1"}
r,l,t
14.0,14,206.605967
16.0,16,206.635492
18.0,18,206.665948
16.0,16,206.691008
17.0,17,206.717165
15.0,15,206.746032
13.0,13,206.764929
15.0,15,206.788032
15.0,15,206.812401
9.0,9,206.830584
8.0,8,206.843385
12.0,12,206.861625
10.0,10,206.875676
12.0,12,206.898541
9.0,9,206.915567
9.0,9,206.928813
9.0,9,206.943331
10.0,10,206.966301
11.0,11,206.980504
10.0,10,206.997905
10.0,10,207.01189
10.0,10,207.033782
10.0,10,207.047671
11.0,11,207.067321
10.0,10,207.084499
8.0,8,207.101686
9.0,9,207.115174
10.0,10,207.128988
12.0,12,207.147604
10.0,10,207.171223
10.0,10,207.185449
9.0,9,207.202285
9.0,9,207.215656
10.0,10,207.234262
9.0,9,207.25078
9.0,9,207.264363
10.0,10,207.277756
9.0,9,207.299002
10.0,10,207.312967
10.0,10,207.330016
10.0,10,207.344597
10.0,10,207.374397
9.0,9,207.392115
9.0,9,207.41195
11.0,11,207.435354
12.0,12,207.465395
8.0,8,207.480661
10.0,10,207.499108
12.0,12,207.524925
10.0,10,207.55216
10.0,10,207.570751
15.0,15,207.601942
10.0,10,207.625503
10.0,10,207.650721
9.0,9,207.669132
8.0,8,207.685902
16.0,16,207.719642
13.0,13,207.754716
9.0,9,207.771685
11.0,11,207.794583
9.0,9,207.810246
10.0,10,207.83302
11.0,11,207.857041
10.0,10,207.879756
10.0,10,207.901236
9.0,9,207.927771
9.0,9,207.966783
9.0,9,207.983829
10.0,10,208.001625
10.0,10,208.028196
10.0,10,208.045461
11.0,11,208.068436
10.0,10,208.090958
8.0,8,208.114386
10.0,10,208.132259
12.0,12,208.155395
9.0,9,208.171789
9.0,9,208.199463
10.0,10,208.216369
10.0,10,208.235802
10.0,10,208.251272
10.0,10,208.275968
9.0,9,208.291444
10.0,10,208.307307
10.0,10,208.327036
10.0,10,208.350534
10.0,10,208.371364
10.0,10,208.392326
10.0,10,208.417123
10.0,10,208.44306
9.0,9,208.464057
10.0,10,208.481343
15.0,15,208.511465
13.0,13,208.540358
10.0,10,208.564557
14.0,14,208.593589
14.0,14,208.624282
9.0,9,208.647953
11.0,11,208.671025
10.0,10,208.688354
9.0,9,208.703698
9.0,9,208.729333
9.0,9,208.745001
9.0,9,208.761298
10.0,10,208.781765
9.0,9,208.803911
10.0,10,208.820987
10.0,10,208.842133
10.0,10,208.860414
9.0,9,208.887593
9.0,9,208.903838
9.0,9,208.919807
9.0,9,208.93468
9.0,9,208.960969
10.0,10,208.976307
9.0,9,208.993225
9.0,9,209.013476
9.0,9,209.034405
9.0,9,209.04879
11.0,11,209.07042
8.0,8,209.089606
10.0,10,209.112301
8.0,8,209.127909
11.0,11,209.154089
14.0,14,209.180382
13.0,13,209.204534
13.0,13,209.222859
16.0,16,209.247993
16.0,16,209.273387
12.0,12,209.296563
10.0,10,209.317594
9.0,9,209.331562
11.0,11,209.353251
11.0,11,209.37572
10.0,10,209.39228
9.0,9,209.411041
9.0,9,209.433874
10.0,10,209.461154
8.0,8,209.473985
8.0,8,209.486556
10.0,10,209.500573
11.0,11,209.522396
9.0,9,209.536557
10.0,10,209.553655
9.0,9,209.567624
9.0,9,209.591968
9.0,9,209.608507
10.0,10,209.622218
9.0,9,209.635093
9.0,9,209.65587
9.0,9,209.668821
9.0,9,209.68165
9.0,9,209.694501
9.0,9,209.714819
9.0,9,209.728084
9.0,9,209.741792
9.0,9,209.755856
10.0,10,209.780555
9.0,9,209.796243
9.0,9,209.80935
11.0,11,209.827196
8.0,8,209.847491
16.0,16,209.873149
15.0,15,209.897297
18.0,18,209.92177
19.0,19,209.968522
11.0,11,209.986078
13.0,13,210.005614
12.0,12,210.023936
12.0,12,210.048412
11.0,11,210.066241
11.0,11,210.083224
9.0,9,210.096222
9.0,9,210.113758
12.0,12,210.131313
9.0,9,210.143948
9.0,9,210.159167
10.0,10,210.177259
12.0,12,210.195054
12.0,12,210.212791
11.0,11,210.23101
15.0,15,210.259629
17.0,17,210.285564
18.0,18,210.311806
17.0,17,210.349013
18.0,18,210.391269
18.0,18,210.429291
14.0,14,210.458285
14.0,14,210.494258
14.0,14,210.524335
18.0,18,210.564148
19.0,19,210.597416
16.0,16,210.626097
18.0,18,210.663814
13.0,13,210.684716
17.0,17,210.712292
14.0,14,210.737346
18.0,18,210.772147
15.0,15,210.796925
18.0,18,210.82799
15.0,15,210.851687
18.0,18,210.893512
17.0,17,210.925466
17.0,17,210.954932
15.0,15,210.982129
16.0,16,211.016933
17.0,17,211.047225
18.0,18,211.085448
16.0,16,211.114691
16.0,16,211.144866
22.0,22,211.17811
16.0,16,211.203264
18.0,18,211.235876
19.0,19,211.272923
17.0,17,211.298987
16.0,16,211.327469
15.0,15,211.355772
18.0,18,211.390324
16.0,16,211.420872
19.0,19,211.453012
20.0,20,211.486185
17.0,17,211.518708
16.0,16,211.543451
19.0,19,211.578824
14.0,14,211.598933
19.0,19,211.632836
14.0,14,211.65619
20.0,20,211.687732
17.0,17,211.71773
19.0,19,211.782302
19.0,19,211.813853
14.0,14,211.848331
13.0,13,211.871507
15.0,15,211.904984
12.0,12,211.928713
13.0,13,211.953027
19.0,19,211.988302
20.0,20,212.03045
14.0,14,212.052926
18.0,18,212.086762
17.0,17,212.115597
15.0,15,212.148162
16.0,16,212.175825
18.0,18,212.204666
18.0,18,212.235424
50.0,50,212.317629
21.0,21,212.356009
14.0,14,212.379056
14.0,14,212.408321
17.0,17,212.446105
16.0,16,212.477505
13.0,13,212.508956
17.0,17,212.540695
16.0,16,212.578739
19.0,19,212.614699
21.0,21,212.651763
22.0,22,212.692432
24.0,24,212.737219
17.0,17,212.765237
53.0,53,212.84747
19.0,19,212.878638
21.0,21,212.918635
18.0,18,212.953419
16.0,16,212.981969
18.0,18,213.010373
18.0,18,213.046474
16.0,16,213.073896
17.0,17,213.099839
22.0,22,213.139817
14.0,14,213.16903
18.0,18,213.201589
20.0,20,213.243589
20.0,20,213.285827
14.0,14,213.315829
17.0,17,213.343797
20.0,20,213.37665
16.0,16,213.40731
16.0,16,213.443758
13.0,13,213.468109
16.0,16,213.495039
17.0,17,213.524742
16.0,16,213.562524
18.0,18,213.59807
13.0,13,213.623374
17.0,17,213.661853
17.0,17,213.693069
17.0,17,213.72129
12.0,12,213.741536
16.0,16,213.769915
38.0,38,213.843111
46.0,46,213.92572
17.0,17,213.958148
15.0,15,213.98082
15.0,15,214.015265
21.0,21,214.05275
18.0,18,214.089964
20.0,20,214.126061
20.0,20,214.166325
14.0,14,214.187489
17.0,17,214.22083
21.0,21,214.259009
43.0,43,214.339225
21.0,21,214.372201
21.0,21,214.406581
18.0,18,214.439328
15.0,15,214.466746
18.0,18,214.499579
16.0,16,214.530446
14.0,14,214.556668
14.0,14,214.591111
11.0,11,214.609941
15.0,15,214.632932
17.0,17,214.664533
18.0,18,214.698688
21.0,21,214.733152
28.0,28,214.780991
32.0,32,214.838638
31.0,31,214.899234
24.0,24,214.942195
39.0,39,215.0069
36.0,36,215.071992
38.0,38,215.14562
52.0,52,215.234539
23.0,23,215.276299
17.0,17,215.305732
19.0,19,215.344876
17.0,17,215.372339
15.0,15,215.400218
17.0,17,215.427983
19.0,19,215.478601
15.0,15,215.504341
16.0,16,215.534461
14.0,14,215.557301
51.0,51,215.655747
53.0,53,215.742148
51.0,51,215.83043
17.0,17,215.860101
14.0,14,215.89195
17.0,17,215.921164
15.0,15,215.958794
21.0,21,216.006732
13.0,13,216.048745
18.0,18,216.092551
20.0,20,216.130026
16.0,16,216.165162
17.0,17,216.201232
51.0,51,216.306456
46.0,46,216.397174
51.0,51,216.485812
46.0,46,216.577214
56.0,56,216.671782
52.0,52,216.758531
23.0,23,216.796757
62.0,62,216.909333
16.0,16,216.935006
14.0,14,216.960995
53.0,53,217.066629
42.0,42,217.134567
33.0,33,217.18583
80.0,80,217.318966
86.0,86,217.464765
15.0,15,217.493699
16.0,16,217.519233
15.0,15,217.540876
12.0,12,217.561472
16.0,16,217.591836
18.0,18,217.623004
16.0,16,217.651904
17.0,17,217.678019
18.0,18,217.713888
13.0,13,217.733787
15.0,15,217.763503
49.0,49,217.845066
19.0,19,217.882615
16.0,16,217.90923
40.0,40,217.97509
39.0,39,218.034005
20.0,20,218.07161
13.0,13,218.097102
13.0,13,218.124105
12.0,12,218.143457
17.0,17,218.17964
16.0,16,218.206647
14.0,14,218.23549
12.0,12,218.25369
16.0,16,218.283343
13.0,13,218.303394
15.0,15,218.32703
44.0,44,218.397438
13.0,13,218.422918
16.0,16,218.448888
17.0,17,218.476296
16.0,16,218.501679
13.0,13,218.527133
45.0,45,218.601629
14.0,14,218.622273
17.0,17,218.65163
15.0,15,218.684364
18.0,18,218.716673
14.0,14,218.737092
17.0,17,218.762246
16.0,16,218.793214
16.0,16,218.817906
16.0,16,218.84286
13.0,13,218.866594
40.0,40,218.941748
38.0,38,219.003459
32.0,32,219.063952
54.0,54,219.155372
40.0,40,219.222659
46.0,46,219.288983
68.0,68,219.399832
69.0,69,219.510832
19.0,19,219.54831
16.0,16,219.573816
12.0,12,219.59228
66.0,66,219.699242
39.0,39,219.764019
38.0,38,219.832096
43.0,43,219.901027
35.0,35,219.951455
48.0,48,220.035444
64.0,64,220.133647
18.0,18,220.163064
18.0,18,220.189981
66.0,66,220.30388
13.0,13,220.323308
45.0,45,220.394537
44.0,44,220.468037
47.0,47,220.553489
61.0,61,220.649995
76.0,76,220.826256
43.0,43,220.892828
64.0,64,221.019619
20.0,20,221.049777
41.0,41,221.11748
64.0,64,221.225216
59.0,59,221.327567
38.0,38,221.390678
57.0,57,221.490365
37.0,37,221.556135
71.0,71,221.683475
33.0,33,221.739705
33.0,33,221.799595
58.0,58,221.90604
46.0,46,221.985327
55.0,55,222.07373
64.0,64,222.191416
18.0,18,222.229115
61.0,61,222.328238
14.0,14,222.347697
67.0,67,222.455041
59.0,59,222.601295
36.0,36,222.659281
38.0,38,222.731707
39.0,39,222.799475
34.0,34,222.85321
32.0,32,222.905112
31.0,31,222.949454
35.0,35,223.008946
35.0,35,223.068071
52.0,52,223.171094
11.0,11,223.191749
13.0,13,223.213116
15.0,15,223.238093
14.0,14,223.264975
11.0,11,223.284891
10.0,10,223.303202
14.0,14,223.331158
15.0,15,223.365103
14.0,14,223.388411
13.0,13,223.410752
13.0,13,223.435318
39.0,39,223.501117
38.0,38,223.567793
36.0,36,223.635952
35.0,35,223.698754
34.0,34,223.761211
36.0,36,223.81972
45.0,45,223.889379
37.0,37,223.957515
65.0,65,224.07489
46.0,46,224.147535
62.0,62,224.305527
35.0,35,224.363978
59.0,59,224.459728
60.0,60,224.570289
34.0,34,224.625264
38.0,38,224.68141
38.0,38,224.753732
37.0,37,224.81213
35.0,35,224.867259
39.0,39,224.936023
33.0,33,224.998386
32.0,32,225.051145
53.0,53,225.129727
54.0,54,225.226656
35.0,35,225.28646
38.0,38,225.345915
229.0,229,225.711974
80.0,80,225.837409
32.0,32,225.892484
67.0,67,226.042413
84.0,84,226.19084
48.0,48,226.266365
35.0,35,226.325645
59.0,59,226.416182
56.0,56,226.508539
62.0,62,226.618619
37.0,37,226.679211
86.0,86,226.816714
99.0,99,226.985137
241.0,241,227.36586
71.0,71,227.482852
221.0,221,227.902204
20.0,20,227.932997
298.0,298,228.408305
202.0,202,228.757414
179.0,179,229.037121
243.0,243,229.471991
341.0,341,230.001795
223.0,223,230.373722
237.0,237,230.73528
213.0,213,231.111981
246.0,246,231.516189
262.0,262,231.950697
261.0,261,232.363746
248.0,248,232.828624
248.0,248,233.233471
183.0,183,233.557772
392.0,392,234.168539
173.0,173,234.484103
206.0,206,234.811334
306.0,306,235.311781
257.0,257,235.709613
186.0,186,236.047843
273.0,273,236.486353
252.0,252,236.883292
257.0,257,237.285573
186.0,186,237.626319
378.0,378,238.234953
313.0,313,238.759923
245.0,245,239.140041
194.0,194,239.478388
217.0,217,239.811117
197.0,197,240.136112
204.0,204,240.458967
205.0,205,240.782344
241.0,241,241.193266
226.0,226,241.554421
185.0,185,241.837028
244.0,244,242.243998
277.0,277,242.798245
229.0,229,243.189169
296.0,296,243.66521
198.0,198,244.002679
238.0,238,244.44954
172.0,172,244.753536
215.0,215,245.102144
210.0,210,245.478209
176.0,176,245.791921
174.0,174,246.135923
217.0,217,246.52101
207.0,207,246.867955
174.0,174,247.15301
237.0,237,247.555482
303.0,303,248.144442
288.0,288,248.659088
241.0,241,249.059224
235.0,235,249.454862
245.0,245,249.890393
500.0,500,250.698395
341.0,341,251.30642
223.0,223,251.671571
218.0,218,252.06054
244.0,244,252.484599
199.0,199,252.824362
245.0,245,253.271069
190.0,190,253.586108
214.0,214,253.976991
199.0,199,254.311467
351.0,351,254.969487
339.0,339,255.514012
264.0,264,255.935235
302.0,302,256.478615
208.0,208,256.818982
309.0,309,257.317666
293.0,293,257.806867
223.0,223,258.214184
268.0,268,258.65189
224.0,224,259.002398
284.0,284,259.461668
237.0,237,259.911267
441.0,441,260.655552
217.0,217,260.986111
183.0,183,261.285417
187.0,187,261.617127
217.0,217,261.963925
185.0,185,262.240695
228.0,228,262.612466
200.0,200,262.918724
225.0,225,263.31111
229.0,229,263.671062
190.0,190,263.97115
321.0,321,264.486246
240.0,240,264.937378
189.0,189,265.267412
342.0,342,265.821893
257.0,257,266.253391
245.0,245,266.680739
212.0,212,267.003541
174.0,174,267.268674
285.0,285,267.712912
358.0,358,268.326259
303.0,303,268.816648
281.0,281,269.264575
238.0,238,269.69267
370.0,370,270.298204
241.0,241,270.689555
288.0,288,271.137366
238.0,238,271.560554
246.0,246,271.94507
228.0,228,272.321535
236.0,236,272.681016
246.0,246,273.088582
229.0,229,273.458325
272.0,272,273.906792
342.0,342,274.464381
293.0,293,274.983686
208.0,208,275.311159
250.0,250,275.700973
251.0,251,276.09605
262.0,262,276.547645
217.0,217,276.901138
302.0,302,277.387996
397.0,397,278.061371
254.0,254,278.506844
251.0,251,278.944717
224.0,224,279.291095
285.0,285,279.779119
199.0,199,280.096653
253.0,253,280.521525
238.0,238,280.904472
256.0,256,281.328698
206.0,206,281.665982
238.0,238,282.064379
201.0,201,282.392679
255.0,255,282.812392
221.0,221,283.175948
336.0,336,283.737614
211.0,211,284.080979
341.0,341,284.739791
283.0,283,285.220314
289.0,289,285.695735
230.0,230,286.072626
231.0,231,286.496941
268.0,268,286.913797
450.0,450,287.712836
184.0,184,288.051651
255.0,255,288.460648
248.0,248,288.84771
252.0,252,289.26471
198.0,198,289.614227
267.0,267,290.034882
326.0,326,290.569555
256.0,256,291.012222
192.0,192,291.357394
192.0,192,291.659934
204.0,204,292.014369
303.0,303,292.578992
244.0,244,293.039326
265.0,265,293.516395
253.0,253,293.932368
225.0,225,294.314903
225.0,225,294.676132
242.0,242,295.098528
260.0,260,295.565174
238.0,238,295.998136
264.0,264,296.464483
222.0,222,296.863992
198.0,198,297.229154
231.0,231,297.617925
277.0,277,298.094099
217.0,217,298.463217
337.0,337,299.05019
215.0,215,299.440243
260.0,260,299.873183
247.0,247,300.297279
235.0,235,300.66305
223.0,223,301.05113
233.0,233,301.435034
236.0,236,301.826359
321.0,321,302.374367
500.0,500,303.19329
232.0,232,303.576559
243.0,243,303.983432
217.0,217,304.385214
309.0,309,304.981214
372.0,372,305.618587
291.0,291,306.228598
208.0,208,306.586297
280.0,280,307.099046
244.0,244,307.558026
260.0,260,308.003829
287.0,287,308.460123
327.0,327,309.04533
270.0,270,309.476011
294.0,294,309.980616
232.0,232,310.363754
214.0,214,310.79211
268.0,268,311.222125
214.0,214,311.570666
217.0,217,311.930658
249.0,249,312.362052
275.0,275,312.819071
353.0,353,313.40339
181.0,181,313.708426
232.0,232,314.111635
313.0,313,314.620283
218.0,218,314.977867
222.0,222,315.334417
302.0,302,315.850431
249.0,249,316.262078
285.0,285,316.736383
255.0,255,317.1675
296.0,296,317.70873
233.0,233,318.087492
226.0,226,318.485258
300.0,300,318.996297
258.0,258,319.408432
236.0,236,319.798821
194.0,194,320.10458
225.0,225,320.452788
294.0,294,320.95804
215.0,215,321.294698
254.0,254,321.702341
204.0,204,322.026833
197.0,197,322.357431
429.0,429,323.018532
223.0,223,323.405758
295.0,295,323.904965
185.0,185,324.200124
232.0,232,324.564123
249.0,249,324.965505
263.0,263,325.455204
303.0,303,325.95614
228.0,228,326.313431
223.0,223,326.668738
235.0,235,327.053499
224.0,224,327.417663
230.0,230,327.86144
265.0,265,328.278797
217.0,217,328.610064
219.0,219,328.966549
285.0,285,329.435446
310.0,310,330.035829
268.0,268,330.464981
226.0,226,330.859248
227.0,227,331.240745
275.0,275,331.678336
353.0,353,332.274631
220.0,220,332.63229
252.0,252,333.038742
261.0,261,333.437698
256.0,256,333.904784
268.0,268,334.373871
205.0,205,334.688046
302.0,302,335.23194
201.0,201,335.555802
249.0,249,335.955062
369.0,369,336.588243
203.0,203,336.921027
373.0,373,337.543742
223.0,223,337.898174
197.0,197,338.21895
338.0,338,338.781333
259.0,259,339.20177
303.0,303,339.776453
383.0,383,340.388559
253.0,253,340.830027
247.0,247,341.230953
213.0,213,341.567753
204.0,204,341.888203
261.0,261,342.307851
281.0,281,342.753603
328.0,328,343.29546
288.0,288,343.79247
215.0,215,344.130706
253.0,253,344.53406
209.0,209,344.873935
251.0,251,350.873915
213.0,213,354.423721
227.0,227,358.207213
200.0,200,361.540524
